"","X","cases","adjusted_year","YearN","ISO_A0","full_name","continent","population_total","mean_fitted","dis_mean","dis_variance","dis_0.025","dis_0.975","dis_0.05","dis_0.95","dis_time","dis_all","continentID","countryID","region_join","country_join","global_post_mean","global_post_sd","region_post_mean","region_post_sd","country_post_mean","country_post_sd","total_post_mean","total_post_sd","post_variance"
"362",362,5893,2017,28,"CHN","China","Asia",1396215000,0.422070737767063,0.866717657659974,0.440007325061625,-0.170118799645185,2.03183861236364,0.0114139776847568,1.85557385719393,0.866717657659974,-5.13901386308849,1,11,"Asia_28","CHN_28",-0.000492307450451377,0.014982491252999,-0.0642171933922371,0.374270718889424,0.930703243736951,0.548023958108236,0.865993742894262,0.93727716825066,0.878488490123975
"363",363,1868,1999,10,"CHN","China","Asia",1252735000,0.149080379299936,1.54962521253199,0.447407509486825,0.661844159352037,2.86791358759976,0.842031216900605,2.68964384452712,1.54962521253199,-4.45610630821647,1,11,"Asia_10","CHN_10",-0.000511614126530925,0.0151041730280182,-0.21804655672652,0.382475595210826,1.76647561122426,0.552484225705045,1.54791744037121,0.95006399394389,0.902621592588615
"364",364,405,2000,11,"CHN","China","Asia",1262645000,0.0320992850096734,0.00443657271033659,0.44595659339708,-0.719584798059427,1.4861670966566,-0.539940532879542,1.30741132316334,0.00443657271033659,-6.00129494803813,1,11,"Asia_11","CHN_11",0.000262975453026007,0.0152743073244148,-0.376091878034384,0.38492023183008,0.378472169232878,0.551737972805162,0.00264326665151982,0.951932511959656,0.906175507325821
"365",365,1315,2006,17,"CHN","China","Asia",1311020000,0.100305861039642,1.21849727703684,0.43175022106324,-0.181495057595647,1.99068884794571,-0.00592251515269843,1.81326888627746,1.21849727703684,-4.78723424371163,1,11,"Asia_17","CHN_17",0.000159348654032088,0.0152672962532426,0.31197547621398,0.371651637050692,0.907012363088166,0.53393321415726,1.21914718795618,0.920852147461195,0.847968677483895
"366",366,58,2011,22,"CHN","China","Asia",1345035000,0.00444502907589803,-2.83520239579571,0.442214104218652,-3.5889414459798,-1.37555745646107,-3.4092658287891,-1.55549101037709,-2.83520239579571,-8.84093391654417,1,11,"Asia_22","CHN_22",-6.89116478899139e-05,0.01509266263608,-0.358076379635864,0.370368643132926,-2.47337706492429,0.549002560411489,-2.83152235620804,0.934463866180494,0.873222717196997
"367",367,558,2020,31,"CHN","China","Asia",1411100000,0.0396056403720611,-1.11816327151318,0.50206150293196,-1.90398074440787,0.454006051904853,-1.71098235157838,0.264145823459133,-1.11816327151318,-7.12389479226164,1,11,"Asia_31","CHN_31",-0.000991699508948108,0.0157658830251227,-0.401362277774219,0.401577496382213,-0.716891406442553,0.590462674328046,-1.11924538372572,1.00780605373538,1.01567304194568
"368",368,8,1996,7,"CHN","China","Asia",1217550000,0.000833141017238453,-3.43037039825463,0.528969267636863,-4.41460884750105,-1.95351015462189,-4.21398404885643,-2.15233763737465,-3.43037039825463,-9.4361019190031,1,11,"Asia_7","CHN_7",-0.000367806475760624,0.0154299868960051,-0.251371883171374,0.391351192487323,-3.18492256136714,0.621800615515385,-3.43666225101428,1.02858179489871,1.05798050879706
"369",369,359,1993,4,"CHN","China","Asia",1178440000,0.0304729839994156,0.591985768014867,0.531836123709168,-0.448064796058406,1.9615443383728,-0.251531230261914,1.76688698102038,0.591985768014867,-5.4137457527336,1,11,"Asia_4","CHN_4",-0.00031759912988853,0.0159342624010053,-0.159816483747986,0.415319908834891,0.750370694377309,0.606143120098251,0.590236611499435,1.03739729133415,1.07619314006743
"370",370,223,2010,21,"CHN","China","Asia",1337705000,0.0167559989877219,-1.2423104535461,0.432408524599624,-2.33513553784277,-0.153891375893013,-2.15876430397208,-0.331976450264911,-1.2423104535461,-7.24804197429456,1,11,"Asia_21","CHN_21",-0.000152221839666277,0.0151735566137908,0.00349486924799589,0.371352398771514,-1.24394515544263,0.542340579015135,-1.2406025080343,0.928866534400441,0.862793038729085
"371",371,5136,2018,29,"CHN","China","Asia",1402760000,0.366139652619969,0.814979115520481,0.445340591236306,-0.261588553724484,1.95006842795329,-0.0803694748259146,1.7719483764573,0.814979115520481,-5.19075240522798,1,11,"Asia_29","CHN_29",-0.000696356353461392,0.0156161594057476,-0.0351750365719555,0.379026933123791,0.848919300184342,0.551155897231548,0.813047907258925,0.945798989761086,0.894535729033092
"372",372,490,1998,9,"CHN","China","Asia",1241935000,0.0394962119368691,0.270244115912061,0.453538269869086,-1.14208198487946,1.07567956531347,-0.96264304652376,0.894794033243638,0.270244115912061,-5.7354874048364,1,11,"Asia_9","CHN_9",0.000918602648800626,0.016130395513665,0.293884859261048,0.384252476306761,-0.0250475930077406,0.546320316409831,0.269755868902108,0.946703188230257,0.896246926605334
"373",373,17,1994,5,"CHN","China","Asia",1191835000,0.00157672818939116,-2.50997636010091,0.515034831473029,-3.70091411835969,-1.29633597541789,-3.50443080357968,-1.49018589783009,-2.50997636010091,-8.51570788084937,1,11,"Asia_5","CHN_5",-0.00076459591001074,0.0150544821459418,-0.0117377300575488,0.395944663942751,-2.50320285840896,0.612550959785919,-2.51570518437652,1.02355010587461,1.04765481923593
"374",374,376,1990,1,"CHN","China","Asia",1135185000,0.0331276891883276,0.85384912132215,0.995650402150467,-0.870227472244998,2.56257582908719,-0.592603577016935,2.28395989856238,0.85384912132215,-5.15188239942631,1,11,"Asia_1","CHN_1",0.000641663897469316,0.0152185065,0.00736922203489262,0.500383359017464,0.845361722342919,0.864857061275903,0.853372608275281,1.38045892679337,1.90566684856349
"375",375,774,1994,5,"COL","Colombia","South America",35127410,2.2082323011584,-3.12765011333296,0.605264932708545,-3.54129799111309,-1.05973668804149,-3.33963643525623,-1.26086943667989,-3.12765011333296,-1.49957004124348,5,12,"South America_5","COL_5",-0.00076459591001074,0.0150544821459418,-0.821892679644194,0.473825780603287,-2.3006870179355,0.62689029796919,-3.1233442934897,1.11577056071842,1.2449439441659
"376",376,20956,2000,11,"COL","Colombia","South America",39089934,53.6114454657434,-0.342132445204843,0.515707752834189,-1.50306121822432,0.81475794008553,-1.31534657822261,0.626013772075521,-0.342132445204843,1.28594762688463,5,12,"South America_11","COL_11",0.000262975453026007,0.0152743073244148,0.006403649837624,0.426399903659603,-0.349129554466746,0.575912326444419,-0.342462929176096,1.01758653742844,1.0354823611556
"377",377,27014,2004,15,"COL","Colombia","South America",41543171,65.0275804444059,-0.304037424532836,0.510210929316159,-1.18786838586226,1.11276812457276,-0.999899718840839,0.927077076822421,-0.304037424532836,1.32404264755664,5,12,"South America_15","COL_15",-0.00096415156903204,0.0160101319125049,-0.264633073455031,0.424835215046307,-0.0413804009885748,0.57364466062371,-0.306977626012638,1.01449000758252,1.02918997548479
"378",378,41022,2007,18,"COL","Colombia","South America",43235374,94.8812792240331,-0.119248186607361,0.50849833015087,-0.716884546559707,1.58105480789426,-0.530591193559286,1.39410041398451,-0.119248186607361,1.50883188548211,5,12,"South America_18","COL_18",-0.000118059491313606,0.0153085410866821,-0.546305280387706,0.422928145017469,0.425667278807942,0.572977322093529,-0.120756061071078,1.01121400819768,1.02255377037522
"379",379,35784,2008,19,"COL","Colombia","South America",43758808,81.7772477916833,-0.347880569364211,0.506874712713354,-1.62660868182052,0.670027355042104,-1.44039406523839,0.48319887414119,-0.347880569364211,1.28019950272526,5,12,"South America_19","COL_19",0.000374087542904336,0.0152505113875861,0.12818155438195,0.42795066082818,-0.476085012847532,0.569393927986312,-0.347529370922678,1.01259510020208,1.02534883695326
"380",380,50031,1995,6,"COL","Colombia","South America",35804662,139.733448410849,0.935814898316302,0.558747868530205,-0.402130134789505,1.99194708189683,-0.210363145969332,1.79506180267596,0.935814898316302,2.56389497040577,5,12,"South America_6","COL_6",0.00166647035553105,0.0159752092719274,0.143674128330645,0.449607495836435,0.796036858047599,0.595679315052563,0.941377456733775,1.06126202016093,1.12627707543605
"381",381,31819,2011,22,"COL","Colombia","South America",45259614,70.3054570947703,-0.747901120947808,0.509201232945185,-2.07344424238885,0.23046083245514,-1.88619615059455,0.0434952979280072,-0.747901120947808,0.880178951141664,5,12,"South America_22","COL_22",-6.89116478899139e-05,0.01509266263608,0.174118866811896,0.426462800091647,-0.920968480681647,0.57411067736147,-0.746918525517641,1.0156661400892,1.03157770812369
"382",382,20340,1997,8,"COL","Colombia","South America",37121149,54.7950820134193,-0.159202709308379,0.535177372680868,-1.29786319148602,1.05254844228965,-1.10827611115936,0.860415796561306,-0.159202709308379,1.46887736278109,5,12,"South America_8","COL_8",0.000795015525876561,0.0154192915137868,-0.0400009078920954,0.438644071587018,-0.117244137473672,0.588987522938935,-0.156450029839891,1.04305088603974,1.08795515086828
"383",383,51946,2009,20,"COL","Colombia","South America",44271541,117.336356869006,-0.0704084386203684,0.506443743469735,-1.36737986087122,0.929896198525215,-1.18029385987,0.743837123792338,-0.0704084386203684,1.5576716334691,5,12,"South America_20","COL_20",-2.59210422780573e-05,0.0150943546118229,0.147505507191343,0.423971076108518,-0.217176236885489,0.576884882441422,-0.0696966507364244,1.01595031316176,1.03215503881348
"384",384,53334,2021,32,"COL","Colombia","South America",51188173,104.192798714765,-0.383435451590609,0.644843865534975,-1.11320588456229,1.53102060614594,-0.896329830546256,1.31894488616197,-0.383435451590609,1.24464462049886,5,12,"South America_32","COL_32",-0.00170686246671241,0.0157966219740494,-0.598246055318025,0.456825263299679,0.215498190477525,0.660891497870376,-0.384454727307212,1.13351338314411,1.28485258976679
"385",385,40668,2005,16,"COL","Colombia","South America",42128977,96.5334066578186,0.038188456799361,0.508825285068787,-1.21898518209599,1.07800783965481,-1.0319708790329,0.891921789105262,0.038188456799361,1.66626852888883,5,12,"South America_16","COL_16",-0.000181606455788469,0.0155828850056923,0.114691753447463,0.430163647626946,-0.0798772943726568,0.566109360083756,0.0346328526190181,1.01185589271639,1.02385234762489
