"","mean","sd","0.025quant","0.5quant","0.975quant","mode","X","ISO_A0","adjusted_year","cases","full_name","continent","label_y","hemisphere","join","total_missing","YearN","YearN2","YearN3","YearN4","population_total","ave_cases","avg_inc","YearN_continent","YearN_country","offset1","country","countryID","continentID"
"fitted.Predictor.0001",0.707444672619914,2.63546536772603,0.00694318694734074,0.180047855844649,4.61444703374293,0.011510153607863,1,"ABW",1990,0,"Aruba","Caribbean",12.5174,"north","ABW 1990",13,1,1,1,1,62753,302.657142857143,290.71501900659,"Caribbean_1","ABW_1",0.62753,"ABW",1,2
"fitted.Predictor.0002",0.568398863391912,1.83708979884827,0.00757823886335892,0.165739822245896,3.60101476271365,0.0140547399627718,2,"ABW",1991,0,"Aruba","Caribbean",12.5174,"north","ABW 1991",13,2,2,2,2,65896,302.657142857143,290.71501900659,"Caribbean_2","ABW_2",0.65896,"ABW",1,2
"fitted.Predictor.0003",0.561345133608503,1.50643071997449,0.0111392165398569,0.19448327491289,3.37944417382105,0.0232840895757289,3,"ABW",1992,0,"Aruba","Caribbean",12.5174,"north","ABW 1992",13,3,3,3,3,69005,302.657142857143,290.71501900659,"Caribbean_3","ABW_3",0.69005,"ABW",1,2
"fitted.Predictor.0004",0.289835389581214,0.83784268772634,0.00488143853131879,0.0937276860161543,1.78471873346233,0.00973125667350156,4,"ABW",1993,0,"Aruba","Caribbean",12.5174,"north","ABW 1993",13,4,4,4,4,73685,302.657142857143,290.71501900659,"Caribbean_4","ABW_4",0.73685,"ABW",1,2
"fitted.Predictor.0005",0.249886208850649,0.725293584160962,0.00412951721320663,0.0803880756724447,1.54142064681504,0.00818590582212045,5,"ABW",1994,0,"Aruba","Caribbean",12.5174,"north","ABW 1994",13,5,5,5,5,77595,302.657142857143,290.71501900659,"Caribbean_5","ABW_5",0.77595,"ABW",1,2
"fitted.Predictor.0006",46.034898179143,7.65532102997413,32.8481056487111,45.4112948196812,62.7793099099939,44.1891857929032,6,"ABW",1995,37,"Aruba","Caribbean",12.5174,"north","ABW 1995",13,6,6,6,6,79805,302.657142857143,290.71501900659,"Caribbean_6","ABW_6",0.79805,"ABW",1,2
"fitted.Predictor.0007",11.9706808399542,3.90585673485315,6.09924735297816,11.3802081996048,21.2335782332336,10.2857292705101,7,"ABW",1996,10,"Aruba","Caribbean",12.5174,"north","ABW 1996",13,7,7,7,7,83021,302.657142857143,290.71501900659,"Caribbean_7","ABW_7",0.83021,"ABW",1,2
"fitted.Predictor.0008",1.0426787904449,1.3163384871862,0.0947972509923266,0.647162456895595,4.39330909966914,0.248872299450674,8,"ABW",1997,0,"Aruba","Caribbean",12.5174,"north","ABW 1997",13,8,8,8,8,86301,302.657142857143,290.71501900659,"Caribbean_8","ABW_8",0.86301,"ABW",1,2
"fitted.Predictor.0009",1.67510066700742,1.62780321886292,0.241402742566494,1.20136317451465,5.94474928508525,0.617333279842121,9,"ABW",1998,0,"Aruba","Caribbean",12.5174,"north","ABW 1998",13,9,9,9,9,88451,302.657142857143,290.71501900659,"Caribbean_9","ABW_9",0.88451,"ABW",1,2
"fitted.Predictor.0010",143.758182766834,12.6904713424391,120.480185480964,143.201308532784,170.207278827031,142.095547055506,10,"ABW",1999,130,"Aruba","Caribbean",12.5174,"north","ABW 1999",13,10,10,10,10,89659,302.657142857143,290.71501900659,"Caribbean_10","ABW_10",0.89659,"ABW",1,2
"fitted.Predictor.0011",83.1807300740755,9.6185748100199,65.9158032062456,82.6301299374483,103.58266597942,81.5391678448321,11,"ABW",2000,76,"Aruba","Caribbean",12.5174,"north","ABW 2000",13,11,11,11,11,90588,302.657142857143,290.71501900659,"Caribbean_11","ABW_11",0.90588,"ABW",1,2
"fitted.Predictor.0012",1.80339839614253,1.63186325999544,0.292167165141977,1.33730949478882,6.09371688943272,0.734970937526536,12,"ABW",2001,0,"Aruba","Caribbean",12.5174,"north","ABW 2001",13,12,12,12,12,91439,302.657142857143,290.71501900659,"Caribbean_12","ABW_12",0.91439,"ABW",1,2
"fitted.Predictor.0013",27.4072391643231,5.51742317383374,18.1759868960211,26.8682044536746,39.7172249754114,25.8220628162948,13,"ABW",2002,25,"Aruba","Caribbean",12.5174,"north","ABW 2002",13,13,13,13,13,92074,302.657142857143,290.71501900659,"Caribbean_13","ABW_13",0.92074,"ABW",1,2
"fitted.Predictor.0014",1.63143980968615,1.55996407541777,0.241972158045609,1.17916340053867,5.72610389781012,0.615687812470546,14,"ABW",2003,0,"Aruba","Caribbean",12.5174,"north","ABW 2003",13,14,14,14,14,93128,302.657142857143,290.71501900659,"Caribbean_14","ABW_14",0.93128,"ABW",1,2
"fitted.Predictor.0015",180.722783329232,13.8046828838111,155.164763697393,180.197849270706,209.26946845875,179.154270158025,15,"ABW",2004,173,"Aruba","Caribbean",12.5174,"north","ABW 2004",13,15,15,15,15,95138,302.657142857143,290.71501900659,"Caribbean_15","ABW_15",0.95138,"ABW",1,2
"fitted.Predictor.0016",1.41060258768791,1.4318301727417,0.189410914116661,0.989933634039213,5.15650826554315,0.487537829094487,16,"ABW",2005,0,"Aruba","Caribbean",12.5174,"north","ABW 2005",13,16,16,16,16,97635,302.657142857143,290.71501900659,"Caribbean_16","ABW_16",0.97635,"ABW",1,2
"fitted.Predictor.0017",5.72375305967294,2.50639256849863,2.30600891712289,5.24312982948411,11.9199650162455,4.40005738147782,17,"ABW",2006,5,"Aruba","Caribbean",12.5174,"north","ABW 2006",13,17,17,17,17,99405,302.657142857143,290.71501900659,"Caribbean_17","ABW_17",0.99405,"ABW",1,2
"fitted.Predictor.0018",1.68663300568853,1.5090228855139,0.278464163479308,1.2570507981284,5.65468804998069,0.698022893250967,18,"ABW",2007,0,"Aruba","Caribbean",12.5174,"north","ABW 2007",13,18,18,18,18,100150,302.657142857143,290.71501900659,"Caribbean_18","ABW_18",1.0015,"ABW",1,2
"fitted.Predictor.0019",2.02597948678837,1.61331517254528,0.399628736709034,1.5850839262037,6.26307290269674,0.969933952408251,19,"ABW",2008,0,"Aruba","Caribbean",12.5174,"north","ABW 2008",13,19,19,19,19,100917,302.657142857143,290.71501900659,"Caribbean_19","ABW_19",1.00917,"ABW",1,2
"fitted.Predictor.0020",830.549762759974,28.6003926527397,775.874433227905,830.057767744845,888.024989670349,829.077190501095,20,"ABW",2009,845,"Aruba","Caribbean",12.5174,"north","ABW 2009",13,20,20,20,20,101604,302.657142857143,290.71501900659,"Caribbean_20","ABW_20",1.01604,"ABW",1,2
"fitted.Predictor.0021",1668.87297878824,40.4883072750645,1590.88134226455,1668.38205487135,1749.65825854148,1667.40338778757,21,"ABW",2010,1700,"Aruba","Caribbean",12.5174,"north","ABW 2010",13,21,21,21,21,101838,302.657142857143,290.71501900659,"Caribbean_21","ABW_21",1.01838,"ABW",1,2
"fitted.Predictor.0022",2947.99215706334,53.610280187234,2844.25809620099,2947.5048170886,3054.49939838946,2946.53322950623,22,"ABW",2011,3025,"Aruba","Caribbean",12.5174,"north","ABW 2011",13,22,22,22,22,102591,302.657142857143,290.71501900659,"Caribbean_22","ABW_22",1.02591,"ABW",1,2
"fitted.Predictor.0023",2.35742468180085,1.69949716364097,0.535246403998605,1.9128015175291,6.79899381464158,1.25904101377232,23,"ABW",2012,0,"Aruba","Caribbean",12.5174,"north","ABW 2012",13,23,23,23,23,104110,302.657142857143,290.71501900659,"Caribbean_23","ABW_23",1.0411,"ABW",1,2
"fitted.Predictor.0024",499.841653987964,21.761175550791,458.525037151409,499.368627968893,543.850398877699,498.426169309654,24,"ABW",2013,528,"Aruba","Caribbean",12.5174,"north","ABW 2013",13,24,24,24,24,105675,302.657142857143,290.71501900659,"Caribbean_24","ABW_24",1.05675,"ABW",1,2
"fitted.Predictor.0025",375.028605108367,18.7530545859494,339.59756498989,374.560617247138,413.123252562734,373.628484276202,25,"ABW",2014,400,"Aruba","Caribbean",12.5174,"north","ABW 2014",13,25,25,25,25,106807,302.657142857143,290.71501900659,"Caribbean_25","ABW_25",1.06807,"ABW",1,2
"fitted.Predictor.0026",310.601788942357,16.9824774483472,278.630022377559,310.138560996966,345.210193461786,309.216149390152,26,"ABW",2015,335,"Aruba","Caribbean",12.5174,"north","ABW 2015",13,26,26,26,26,107906,302.657142857143,290.71501900659,"Caribbean_26","ABW_26",1.07906,"ABW",1,2
"fitted.Predictor.0027",1213.03002264706,33.4093491708765,1148.83136432021,1212.57020328747,1279.84536344612,1211.65359685732,27,"ABW",2016,1319,"Aruba","Caribbean",12.5174,"north","ABW 2016",13,27,27,27,27,108727,302.657142857143,290.71501900659,"Caribbean_27","ABW_27",1.08727,"ABW",1,2
"fitted.Predictor.0028",1593.65337356112,38.2901817396004,1519.88309570923,1593.19358063122,1670.04013836331,1592.27697058688,28,"ABW",2017,1734,"Aruba","Caribbean",12.5174,"north","ABW 2017",13,28,28,28,28,108735,302.657142857143,290.71501900659,"Caribbean_28","ABW_28",1.08735,"ABW",1,2
"fitted.Predictor.0029",9.40711961636858,3.02779856399793,4.83787433399116,8.95477034611041,16.573891546814,8.11468937965454,29,"ABW",2018,9,"Aruba","Caribbean",12.5174,"north","ABW 2018",13,29,29,29,29,108908,302.657142857143,290.71501900659,"Caribbean_29","ABW_29",1.08908,"ABW",1,2
"fitted.Predictor.0030",97.4943150388509,9.47543229267017,80.2351541839919,97.0370944076415,117.357505436162,96.1301430353807,30,"ABW",2019,106,"Aruba","Caribbean",12.5174,"north","ABW 2019",13,30,30,30,30,109203,302.657142857143,290.71501900659,"Caribbean_30","ABW_30",1.09203,"ABW",1,2
"fitted.Predictor.0031",11.377931688681,3.31498091383649,6.24132261076177,10.9237795506115,19.1184108276668,10.0695975995068,31,"ABW",2020,11,"Aruba","Caribbean",12.5174,"north","ABW 2020",13,31,31,31,31,108587,302.657142857143,290.71501900659,"Caribbean_31","ABW_31",1.08587,"ABW",1,2
"fitted.Predictor.0032",4.69780556563498,2.21241966460645,1.76680443136525,4.250097342522,10.2224434325181,3.47904120511701,32,"ABW",2021,4,"Aruba","Caribbean",12.5174,"north","ABW 2021",13,32,32,32,32,107700,302.657142857143,290.71501900659,"Caribbean_32","ABW_32",1.077,"ABW",1,2
"fitted.Predictor.0033",10.6161444482091,3.22907521996981,5.6677986280928,10.1567452622685,18.2001064118404,9.29716767108677,33,"ABW",2022,11,"Aruba","Caribbean",12.5174,"north","ABW 2022",13,33,33,33,33,107310,302.657142857143,290.71501900659,"Caribbean_33","ABW_33",1.0731,"ABW",1,2
"fitted.Predictor.0034",21.0026035219925,4.48679054104767,13.5729230861696,20.5391959883588,31.0802683586606,19.6432085121958,34,"ABW",2023,22,"Aruba","Caribbean",12.5174,"north","ABW 2023",13,34,34,34,34,107359,302.657142857143,290.71501900659,"Caribbean_34","ABW_34",1.07359,"ABW",1,2
"fitted.Predictor.0035",0.000435524142937954,0.00301007679772739,1.01330111790289e-06,5.73405873899742e-05,0.00298139737838455,8.02624587336836e-07,36,"ARG",1990,0,"Argentina","South America",-33.501159,"south","ARG 1990",7,1,1,1,1,32755901,26642.2,59.2178101978897,"South America_1","ARG_1",327.55901,"ARG",2,5
"fitted.Predictor.0036",0.000389877266900712,0.00199848923065345,1.79889684132037e-06,7.09795661188439e-05,0.00265294164578168,2.11148666939174e-06,37,"ARG",1991,0,"Argentina","South America",-33.501159,"south","ARG 1991",7,2,2,2,2,33230294,26642.2,59.2178101978897,"South America_2","ARG_2",332.30294,"ARG",2,5
"fitted.Predictor.0037",0.000847299308785298,0.0026455139799815,1.17473838956558e-05,0.000254563961520674,0.00532821409311261,2.20497630778759e-05,38,"ARG",1992,0,"Argentina","South America",-33.501159,"south","ARG 1992",7,3,3,3,3,33693527,26642.2,59.2178101978897,"South America_3","ARG_3",336.93527,"ARG",2,5
"fitted.Predictor.0038",0.00140133558899746,0.00289189917080725,4.76011893510028e-05,0.000608677210043879,0.00765907912057506,0.000113600970029759,39,"ARG",1993,0,"Argentina","South America",-33.501159,"south","ARG 1993",7,4,4,4,4,34152717,26642.2,59.2178101978897,"South America_4","ARG_4",341.52717,"ARG",2,5
"fitted.Predictor.0039",0.0012511370712392,0.00256172016529906,4.35275441672884e-05,0.000547085021496326,0.0068146426482696,0.000104076242315758,40,"ARG",1994,0,"Argentina","South America",-33.501159,"south","ARG 1994",7,5,5,5,5,34613491,26642.2,59.2178101978897,"South America_5","ARG_5",346.13491,"ARG",2,5
"fitted.Predictor.0040",0.00266684501311315,0.0033659299739479,0.000242922980238567,0.00165554444144385,0.0112345100577841,0.000637266515425736,41,"ARG",1995,0,"Argentina","South America",-33.501159,"south","ARG 1995",7,6,6,6,6,35070020,26642.2,59.2178101978897,"South America_6","ARG_6",350.7002,"ARG",2,5
"fitted.Predictor.0041",0.00319634082792999,0.00355901657369246,0.000365309400956993,0.00213545232211209,0.0124278538775201,0.000952788742211397,42,"ARG",1996,0,"Argentina","South America",-33.501159,"south","ARG 1996",7,7,7,7,7,35513793,26642.2,59.2178101978897,"South America_7","ARG_7",355.13793,"ARG",2,5
"fitted.Predictor.0042",2.28131767406818,0.0796860191932873,2.12903850121349,2.27992724672284,2.44150966398898,2.27715607838849,43,"ARG",1997,822,"Argentina","South America",-33.501159,"south","ARG 1997",7,8,8,8,8,35947791,26642.2,59.2178101978897,"South America_8","ARG_8",359.47791,"ARG",2,5
"fitted.Predictor.0043",0.0119914398572314,0.00606762131394659,0.00419284876436075,0.0107002480506641,0.0272871084844498,0.00852039682786766,44,"ARG",1998,3,"Argentina","South America",-33.501159,"south","ARG 1998",7,9,9,9,9,36372860,26642.2,59.2178101978897,"South America_9","ARG_9",363.7286,"ARG",2,5
"fitted.Predictor.0044",4.6168043388012,0.112031447342999,4.40100172190286,4.61544566211594,4.84033861814049,4.61273711201695,45,"ARG",1999,1700,"Argentina","South America",-33.501159,"south","ARG 1999",7,10,10,10,10,36794682,26642.2,59.2178101978897,"South America_10","ARG_10",367.94682,"ARG",2,5
"fitted.Predictor.0045",0.0329552585119563,0.00960521334095775,0.0180728055703218,0.0316390498482788,0.0553841857832164,0.0291635559662911,46,"ARG",2000,11,"Argentina","South America",-33.501159,"south","ARG 2000",7,11,11,11,11,37213984,26642.2,59.2178101978897,"South America_11","ARG_11",372.13984,"ARG",2,5
"fitted.Predictor.0046",0.569589851294868,0.038954359033641,0.497021523961432,0.568262460657931,0.649714733882127,0.56562178072753,47,"ARG",2001,214,"Argentina","South America",-33.501159,"south","ARG 2001",7,12,12,12,12,37624825,26642.2,59.2178101978897,"South America_12","ARG_12",376.24825,"ARG",2,5
"fitted.Predictor.0047",0.356600504960196,0.0306793736949344,0.300226645202021,0.355288074138248,0.420447676612277,0.352681409942979,48,"ARG",2002,135,"Argentina","South America",-33.501159,"south","ARG 2002",7,13,13,13,13,38029349,26642.2,59.2178101978897,"South America_13","ARG_13",380.29349,"ARG",2,5
"fitted.Predictor.0048",8.54413348285889,0.149128960515544,8.25541814021181,8.54283233548741,8.8402529123976,8.54023828517251,49,"ARG",2003,3284,"Argentina","South America",-33.501159,"south","ARG 2003",7,14,14,14,14,38424282,26642.2,59.2178101978897,"South America_14","ARG_14",384.24282,"ARG",2,5
"fitted.Predictor.0049",0.0910328376330005,0.0154257702614556,0.0645299981595199,0.0897534134143051,0.124835419145716,0.08724809419085,50,"ARG",2004,34,"Argentina","South America",-33.501159,"south","ARG 2004",7,15,15,15,15,38815916,26642.2,59.2178101978897,"South America_15","ARG_15",388.15916,"ARG",2,5
"fitted.Predictor.0050",0.463659118474056,0.0344331175636628,0.399804488340753,0.462385816995845,0.534762959320109,0.459853986892064,51,"ARG",2005,181,"Argentina","South America",-33.501159,"south","ARG 2005",7,16,16,16,16,39216789,26642.2,59.2178101978897,"South America_16","ARG_16",392.16789,"ARG",2,5
"fitted.Predictor.0051",0.439124016376726,0.0333402613505174,0.37737571299538,0.43786379509879,0.508047230592659,0.435358345363943,52,"ARG",2006,173,"Argentina","South America",-33.501159,"south","ARG 2006",7,17,17,17,17,39622115,26642.2,59.2178101978897,"South America_17","ARG_17",396.22115,"ARG",2,5
"fitted.Predictor.0052",0.103924550113646,0.0162167790684335,0.0757535330896815,0.102681990164682,0.139182156701637,0.100240680947528,53,"ARG",2007,40,"Argentina","South America",-33.501159,"south","ARG 2007",7,18,18,18,18,40016763,26642.2,59.2178101978897,"South America_18","ARG_18",400.16763,"ARG",2,5
"fitted.Predictor.0053",65.8140161019012,0.403496600069786,65.0263215591244,65.8127792461392,66.6087487058064,65.8103134297871,54,"ARG",2008,26606,"Argentina","South America",-33.501159,"south","ARG 2008",7,19,19,19,19,40424148,26642.2,59.2178101978897,"South America_19","ARG_19",404.24148,"ARG",2,5
"fitted.Predictor.0054",2.90185988322952,0.0842968677143606,2.74005890275475,2.90063627692594,3.07062406582378,2.89819721076078,55,"ARG",2009,1185,"Argentina","South America",-33.501159,"south","ARG 2009",7,20,20,20,20,40854831,26642.2,59.2178101978897,"South America_20","ARG_20",408.54831,"ARG",2,5
"fitted.Predictor.0055",0.519768787080762,0.0355251545882403,0.453586560871851,0.518559000075343,0.59283807202632,0.516152270254706,56,"ARG",2010,213,"Argentina","South America",-33.501159,"south","ARG 2010",7,21,21,21,21,41288694,26642.2,59.2178101978897,"South America_21","ARG_21",412.88694,"ARG",2,5
"fitted.Predictor.0056",6.71797792784104,0.12689107694415,6.47257553766984,6.71677987099216,6.97019780941551,6.71439137163759,57,"ARG",2011,2803,"Argentina","South America",-33.501159,"south","ARG 2011",7,22,22,22,22,41730660,26642.2,59.2178101978897,"South America_22","ARG_22",417.3066,"ARG",2,5
"fitted.Predictor.0057",22.043982410299,0.22866290913138,21.5989763698946,22.0427965422943,22.4957364219691,22.0404323062112,58,"ARG",2012,9294,"Argentina","South America",-33.501159,"south","ARG 2012",7,23,23,23,23,42161721,26642.2,59.2178101978897,"South America_23","ARG_23",421.61721,"ARG",2,5
"fitted.Predictor.0058",7.68047687415303,0.134311448956513,7.42045481836844,7.67930276548229,7.94718011285322,7.67696198804736,59,"ARG",2013,3270,"Argentina","South America",-33.501159,"south","ARG 2013",7,24,24,24,24,42582455,26642.2,59.2178101978897,"South America_24","ARG_24",425.82455,"ARG",2,5
"fitted.Predictor.0059",6.05689882347262,0.118662677651174,5.82752911332015,6.05573677858833,6.29288111750196,6.0534200877337,60,"ARG",2014,2605,"Argentina","South America",-33.501159,"south","ARG 2014",7,25,25,25,25,43024071,26642.2,59.2178101978897,"South America_25","ARG_25",430.24071,"ARG",2,5
"fitted.Predictor.0060",179.11375954312,0.64184922011815,177.858430583487,179.112609529725,180.375632390693,179.110316911392,61,"ARG",2015,77874,"Argentina","South America",-33.501159,"south","ARG 2015",7,26,26,26,26,43477012,26642.2,59.2178101978897,"South America_26","ARG_26",434.77012,"ARG",2,5
"fitted.Predictor.0061",9.79406920766913,0.149373516257586,9.50441032476671,9.79293032681856,10.0902087668987,9.79065976025375,62,"ARG",2016,4299,"Argentina","South America",-33.501159,"south","ARG 2016",7,27,27,27,27,43900313,26642.2,59.2178101978897,"South America_27","ARG_27",439.00313,"ARG",2,5
"fitted.Predictor.0062",4.03888137812089,0.0955102102252422,3.85481857617602,4.0377525539695,4.22936782948817,4.03550219890364,63,"ARG",2017,1788,"Argentina","South America",-33.501159,"south","ARG 2017",7,28,28,28,28,44288894,26642.2,59.2178101978897,"South America_28","ARG_28",442.88894,"ARG",2,5
"fitted.Predictor.0063",7.17478908230696,0.126766590247868,6.92940638152942,7.17366946711062,7.4265428785688,7.17143733371608,64,"ARG",2018,3203,"Argentina","South America",-33.501159,"south","ARG 2018",7,29,29,29,29,44654882,26642.2,59.2178101978897,"South America_29","ARG_29",446.54882,"ARG",2,5
"fitted.Predictor.0064",132.282292613699,0.542339793453514,131.221983084492,132.281180867233,133.348928284033,132.278964521413,65,"ARG",2019,59492,"Argentina","South America",-33.501159,"south","ARG 2019",7,30,30,30,30,44973465,26642.2,59.2178101978897,"South America_30","ARG_30",449.73465,"ARG",2,5
"fitted.Predictor.0065",8.79161973274682,0.139485979094961,8.52125676751025,8.79051341427697,9.06827809311563,8.78830777098057,66,"ARG",2020,3972,"Argentina","South America",-33.501159,"south","ARG 2020",7,31,31,31,31,45191965,26642.2,59.2178101978897,"South America_31","ARG_31",451.91965,"ARG",2,5
"fitted.Predictor.0066",1.8602354278254,0.0640937397856224,1.73770927496809,1.85913225139422,1.98903965482989,1.8569335521424,67,"ARG",2021,841,"Argentina","South America",-33.501159,"south","ARG 2021",7,32,32,32,32,45312281,26642.2,59.2178101978897,"South America_32","ARG_32",453.12281,"ARG",2,5
"fitted.Predictor.0067",260.062573467521,0.75678240056034,258.581732414451,260.061472355667,261.549680142893,260.059277245731,68,"ARG",2022,118089,"Argentina","South America",-33.501159,"south","ARG 2022",7,33,33,33,33,45407904,26642.2,59.2178101978897,"South America_33","ARG_33",454.07904,"ARG",2,5
"fitted.Predictor.0068",1339.61800001522,1.71513612652211,1336.25791260452,1339.61690205733,1342.98433509728,1339.61471328955,69,"ARG",2023,610041,"Argentina","South America",-33.501159,"south","ARG 2023",7,34,34,34,34,45538401,26642.2,59.2178101978897,"South America_34","ARG_34",455.38401,"ARG",2,5
"fitted.Predictor.0069",2.42692617076822,2.46309334991789,0.326516344883262,1.7031238255165,8.87158704554081,0.839067364110021,71,"ATG",1990,1,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1990",8,1,1,1,1,63066,70.2857142857143,77.7830472830165,"Caribbean_1","ATG_1",0.63066,"ATG",3,2
"fitted.Predictor.0070",2.17710899811354,2.29390232966662,0.274964849067265,1.49842204714627,8.1615462987679,0.710381622073241,72,"ATG",1991,1,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1991",8,2,2,2,2,63387,70.2857142857143,77.7830472830165,"Caribbean_2","ATG_2",0.63387,"ATG",3,2
"fitted.Predictor.0071",1.12618372463087,1.77997688560133,0.0667456297391505,0.601552989767591,5.40742242306809,0.171753515762293,73,"ATG",1992,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1992",8,3,3,3,3,64404,70.2857142857143,77.7830472830165,"Caribbean_3","ATG_3",0.64404,"ATG",3,2
"fitted.Predictor.0072",0.506756106839377,0.994079716687333,0.0192728912385591,0.229411881460778,2.70890213846919,0.0467510044339908,74,"ATG",1993,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1993",8,4,4,4,4,65587,70.2857142857143,77.7830472830165,"Caribbean_4","ATG_4",0.65587,"ATG",3,2
"fitted.Predictor.0073",0.501799038518669,1.12578238136124,0.0142906538023446,0.203096306387235,2.83894599102517,0.0328214982585379,75,"ATG",1994,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1994",8,5,5,5,5,66843,70.2857142857143,77.7830472830165,"Caribbean_5","ATG_5",0.66843,"ATG",3,2
"fitted.Predictor.0074",81.9025563466328,11.0135257781156,62.4311651172677,81.1719612897606,105.538287234571,79.7295670767777,76,"ATG",1995,56,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1995",8,6,6,6,6,68189,70.2857142857143,77.7830472830165,"Caribbean_6","ATG_6",0.68189,"ATG",3,2
"fitted.Predictor.0075",17.2537476044341,5.08915874286074,9.39275364666897,16.5488806855086,29.1567913295772,15.225069868394,77,"ATG",1996,12,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1996",8,7,7,7,7,69612,70.2857142857143,77.7830472830165,"Caribbean_7","ATG_7",0.69612,"ATG",3,2
"fitted.Predictor.0076",9.71241682007045,3.83978222189357,4.27797231683648,9.03218116336573,19.0690844859803,7.81163966882703,78,"ATG",1997,7,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1997",8,8,8,8,8,71053,70.2857142857143,77.7830472830165,"Caribbean_8","ATG_8",0.71053,"ATG",3,2
"fitted.Predictor.0077",6.45986975125225,3.15217442672781,2.34514131664137,5.80566128576911,14.3686969957082,4.68973121651703,79,"ATG",1998,4,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1998",8,9,9,9,9,72412,70.2857142857143,77.7830472830165,"Caribbean_9","ATG_9",0.72412,"ATG",3,2
"fitted.Predictor.0078",3.60513410386064,2.43266791134703,0.898565962510201,2.98842911867733,9.93396922409225,2.05390490019841,80,"ATG",1999,2,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 1999",8,10,10,10,10,73666,70.2857142857143,77.7830472830165,"Caribbean_10","ATG_10",0.73666,"ATG",3,2
"fitted.Predictor.0079",10.7773606450093,3.91766353295435,5.07624047517568,10.1288959291834,20.2106204232294,8.94661617285437,81,"ATG",2000,8,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2000",8,11,11,11,11,74912,70.2857142857143,77.7830472830165,"Caribbean_11","ATG_11",0.74912,"ATG",3,2
"fitted.Predictor.0080",25.8776553924005,5.90759952201449,16.2159387626981,25.2285948794166,39.2503288800576,23.9795414534874,82,"ATG",2001,20,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2001",8,12,12,12,12,76069,70.2857142857143,77.7830472830165,"Caribbean_12","ATG_12",0.76069,"ATG",3,2
"fitted.Predictor.0081",6.89399715679995,3.14147073862865,2.67656149399875,6.27335058971037,14.7034193634164,5.19532704372317,83,"ATG",2002,5,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2002",8,13,13,13,13,77032,70.2857142857143,77.7830472830165,"Caribbean_13","ATG_13",0.77032,"ATG",3,2
"fitted.Predictor.0082",1.15905507557493,1.51113993842758,0.0995655358580011,0.705159236869767,4.9808291903293,0.260948263491662,84,"ATG",2003,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2003",8,14,14,14,14,77884,70.2857142857143,77.7830472830165,"Caribbean_14","ATG_14",0.77884,"ATG",3,2
"fitted.Predictor.0083",1.00007004818475,1.41191395316253,0.0738879566681747,0.577728878914731,4.50685295473097,0.192833055800783,85,"ATG",2004,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2004",8,15,15,15,15,78719,70.2857142857143,77.7830472830165,"Caribbean_15","ATG_15",0.78719,"ATG",3,2
"fitted.Predictor.0084",0.779403579998972,1.25994337315432,0.0441583216731783,0.40958705036904,3.78773803309971,0.113111191552246,86,"ATG",2005,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2005",8,16,16,16,16,79611,70.2857142857143,77.7830472830165,"Caribbean_16","ATG_16",0.79611,"ATG",3,2
"fitted.Predictor.0085",0.754445526170389,1.19704593904952,0.0443517737048647,0.401846408236495,3.63022565323923,0.114046869041907,87,"ATG",2006,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2006",8,17,17,17,17,80604,70.2857142857143,77.7830472830165,"Caribbean_17","ATG_17",0.80604,"ATG",3,2
"fitted.Predictor.0086",0.883836779958062,1.30987735408902,0.0594140074133778,0.494000551256689,4.09563805729241,0.154416999610998,88,"ATG",2007,0,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2007",8,18,18,18,18,81704,70.2857142857143,77.7830472830165,"Caribbean_18","ATG_18",0.81704,"ATG",3,2
"fitted.Predictor.0087",19.7160003722908,4.95328769074221,11.7715118152523,19.1218411052302,31.0607964880937,17.9873183119188,89,"ATG",2008,17,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2008",8,19,19,19,19,82912,70.2857142857143,77.7830472830165,"Caribbean_19","ATG_19",0.82912,"ATG",3,2
"fitted.Predictor.0088",2.77535137383526,2.01184238593479,0.628086692508558,2.2470082399266,8.03653447603517,1.47345838524637,90,"ATG",2009,2,"Antigua And Barbuda","Caribbean",17.352249,"north","ATG 2009",8,20,20,20,20,84173,70.2857142857143,77.7830472830165,"Caribbean_20","ATG_20",0.84173,"ATG",3,2
