"","mean","sd","0.025quant","0.5quant","0.975quant","mode","X","ISO_A0","adjusted_year","cases","full_name","continent","label_y","hemisphere","join","total_missing","YearN","YearN2","YearN3","YearN4","population_total","ave_cases","avg_inc","YearN_continent","YearN_country","offset1","country","countryID","continentID"
"fitted.Predictor.0337",480.020970309062,13.0566295803828,454.925249080473,479.843497794306,506.126628119373,479.489720721201,346,"BRB",2020,1352,"Barbados","Caribbean",13.163709,"north","BRB 2020",2,31,31,31,31,281698,689.171428571429,251.46612661715,"Caribbean_31","BRB_31",2.81698,"BRB",10,2
"fitted.Predictor.0338",158.865632404226,7.50884071211213,144.649273420317,158.688475142004,174.090277070862,158.335566548847,347,"BRB",2021,448,"Barbados","Caribbean",13.163709,"north","BRB 2021",2,32,32,32,32,282147,689.171428571429,251.46612661715,"Caribbean_32","BRB_32",2.82147,"BRB",10,2
"fitted.Predictor.0339",120.211470649135,6.53153743148175,107.91177188301,120.034421138814,133.518910451166,119.681860744572,348,"BRB",2022,339,"Barbados","Caribbean",13.163709,"north","BRB 2022",2,33,33,33,33,282318,689.171428571429,251.46612661715,"Caribbean_33","BRB_33",2.82318,"BRB",10,2
"fitted.Predictor.0340",282.881087940883,10.0140515855264,263.751096253949,282.704004597949,303.018850740799,282.351076648324,349,"BRB",2023,798,"Barbados","Caribbean",13.163709,"north","BRB 2023",2,34,34,34,34,282336,689.171428571429,251.46612661715,"Caribbean_34","BRB_34",2.82336,"BRB",10,2
"fitted.Predictor.0341",0.0331276891883276,0.00170982023715789,0.0299011976848492,0.0330836526645939,0.0366048235737185,0.0329959487680631,351,"CHN",1990,376,"China","Asia",32.498178,"north","CHN 1990",1,1,1,1,1,1135185000,4412.28571428571,0.321352825913425,"Asia_1","CHN_1",11351.85,"CHN",11,1
"fitted.Predictor.0342",0.0783575906571005,0.00261030927397561,0.0733632644470318,0.0783141485053062,0.0835991402826128,0.0782275627186913,352,"CHN",1991,902,"China","Asia",32.498178,"north","CHN 1991",1,2,2,2,2,1150780000,4412.28571428571,0.321352825913425,"Asia_2","CHN_2",11507.8,"CHN",11,1
"fitted.Predictor.0343",0.000365507258370973,0.000189845004079919,0.000124288626301978,0.000324390986128458,0.000845670337853959,0.000255518400680694,353,"CHN",1992,2,"China","Asia",32.498178,"north","CHN 1992",1,3,3,3,3,1164970000,4412.28571428571,0.321352825913425,"Asia_3","CHN_3",11649.7,"CHN",11,1
"fitted.Predictor.0344",0.0304729839994156,0.00160936053442456,0.0274388386511489,0.030430575357497,0.0337485096740615,0.0303461192164778,354,"CHN",1993,359,"China","Asia",32.498178,"north","CHN 1993",1,4,4,4,4,1178440000,4412.28571428571,0.321352825913425,"Asia_4","CHN_4",11784.4,"CHN",11,1
"fitted.Predictor.0345",0.00157672818939116,0.000369383832477403,0.000975651833529525,0.00153516944132003,0.00241547105095348,0.00145535120427781,355,"CHN",1994,17,"China","Asia",32.498178,"north","CHN 1994",1,5,5,5,5,1191835000,4412.28571428571,0.321352825913425,"Asia_5","CHN_5",11918.35,"CHN",11,1
"fitted.Predictor.0346",0.565290460265914,0.00684989295448565,0.551976781021285,0.565248963150105,0.578840272359863,0.565166230952541,356,"CHN",1995,6812,"China","Asia",32.498178,"north","CHN 1995",1,6,6,6,6,1204855000,4412.28571428571,0.321352825913425,"Asia_6","CHN_6",12048.55,"CHN",11,1
"fitted.Predictor.0347",0.000833141017238453,0.000269169242661497,0.000427329009915138,0.000792809024677177,0.00147056506189418,0.000717942244963759,357,"CHN",1996,8,"China","Asia",32.498178,"north","CHN 1996",1,7,7,7,7,1217550000,4412.28571428571,0.321352825913425,"Asia_7","CHN_7",12175.5,"CHN",11,1
"fitted.Predictor.0348",0.0517986020365484,0.00205299990206143,0.047889196955154,0.0517579653238319,0.0559392752913643,0.0516769879109533,358,"CHN",1997,637,"China","Asia",32.498178,"north","CHN 1997",1,8,8,8,8,1230075000,4412.28571428571,0.321352825913425,"Asia_8","CHN_8",12300.75,"CHN",11,1
"fitted.Predictor.0349",0.0394962119368691,0.00178435346834748,0.0361125757000612,0.0394559669321812,0.0431088973159681,0.0393757884620043,359,"CHN",1998,490,"China","Asia",32.498178,"north","CHN 1998",1,9,9,9,9,1241935000,4412.28571428571,0.321352825913425,"Asia_9","CHN_9",12419.35,"CHN",11,1
"fitted.Predictor.0350",0.149080379299936,0.00345020251719786,0.142428819974024,0.149040470919304,0.155959039428209,0.148960911437094,360,"CHN",1999,1868,"China","Asia",32.498178,"north","CHN 1999",1,10,10,10,10,1252735000,4412.28571428571,0.321352825913425,"Asia_10","CHN_10",12527.35,"CHN",11,1
"fitted.Predictor.0351",0.0320992850096734,0.0015955725956812,0.0290840132761002,0.0320597024455092,0.0353398448786906,0.0319808611124662,361,"CHN",2000,405,"China","Asia",32.498178,"north","CHN 2000",1,11,11,11,11,1262645000,4412.28571428571,0.321352825913425,"Asia_11","CHN_11",12626.45,"CHN",11,1
"fitted.Predictor.0352",0.0295257149931417,0.00152478747456602,0.0266484519467764,0.029486421499924,0.0326266250583337,0.0294081640315087,362,"CHN",2001,375,"China","Asia",32.498178,"north","CHN 2001",1,12,12,12,12,1271850000,4412.28571428571,0.321352825913425,"Asia_12","CHN_12",12718.5,"CHN",11,1
"fitted.Predictor.0353",0.125413206000912,0.00313020398935888,0.119386699180977,0.125374160675015,0.131661904209765,0.125296323861613,363,"CHN",2002,1606,"China","Asia",32.498178,"north","CHN 2002",1,13,13,13,13,1280400000,4412.28571428571,0.321352825913425,"Asia_13","CHN_13",12804,"CHN",11,1
"fitted.Predictor.0354",0.00730350196591578,0.000755170741496101,0.00593472713056088,0.00726477074766626,0.00889289021645847,0.00718800300187615,364,"CHN",2003,93,"China","Asia",32.498178,"north","CHN 2003",1,14,14,14,14,1288400000,4412.28571428571,0.321352825913425,"Asia_14","CHN_14",12884,"CHN",11,1
"fitted.Predictor.0355",0.0191092841878854,0.00121559155344696,0.0168363952141528,0.0190707376802949,0.0216015972245928,0.0189940263381795,365,"CHN",2004,247,"China","Asia",32.498178,"north","CHN 2004",1,15,15,15,15,1296075000,4412.28571428571,0.321352825913425,"Asia_15","CHN_15",12960.75,"CHN",11,1
"fitted.Predictor.0356",0.00319926101269851,0.000498780278979259,0.00233270404966621,0.00316107664540859,0.00428359085181296,0.00308605170692044,366,"CHN",2005,40,"China","Asia",32.498178,"north","CHN 2005",1,16,16,16,16,1303720000,4412.28571428571,0.321352825913425,"Asia_16","CHN_16",13037.2,"CHN",11,1
"fitted.Predictor.0357",0.100305861039642,0.00276661750336286,0.0949897481898847,0.100267728661921,0.105838972898018,0.100191715431982,367,"CHN",2006,1315,"China","Asia",32.498178,"north","CHN 2006",1,17,17,17,17,1311020000,4412.28571428571,0.321352825913425,"Asia_17","CHN_17",13110.2,"CHN",11,1
"fitted.Predictor.0358",0.0409314103991338,0.0017632416055195,0.0375824910534091,0.0408934847935367,0.044496174535535,0.0408179202105767,368,"CHN",2007,539,"China","Asia",32.498178,"north","CHN 2007",1,18,18,18,18,1317885000,4412.28571428571,0.321352825913425,"Asia_18","CHN_18",13178.85,"CHN",11,1
"fitted.Predictor.0359",0.0153941013332465,0.00107945589884288,0.0133858649522793,0.0153563939643967,0.0176170026847744,0.0152813902880912,369,"CHN",2008,203,"China","Asia",32.498178,"north","CHN 2008",1,19,19,19,19,1324655000,4412.28571428571,0.321352825913425,"Asia_19","CHN_19",13246.55,"CHN",11,1
"fitted.Predictor.0360",0.0235007227472185,0.00132997385356603,0.021000536113407,0.023463179416041,0.0262146058418579,0.0233884292236705,370,"CHN",2009,312,"China","Asia",32.498178,"north","CHN 2009",1,20,20,20,20,1331260000,4412.28571428571,0.321352825913425,"Asia_20","CHN_20",13312.6,"CHN",11,1
"fitted.Predictor.0361",0.0167559989877219,0.0011205781819086,0.0146660254744832,0.0167186542992224,0.0190585638301301,0.0166443528395205,371,"CHN",2010,223,"China","Asia",32.498178,"north","CHN 2010",1,21,21,21,21,1337705000,4412.28571428571,0.321352825913425,"Asia_21","CHN_21",13377.05,"CHN",11,1
"fitted.Predictor.0362",0.00444502907589803,0.000577513482464179,0.00342024842071413,0.00440798289899606,0.00568094677938157,0.00433477585417502,372,"CHN",2011,58,"China","Asia",32.498178,"north","CHN 2011",1,22,22,22,22,1345035000,4412.28571428571,0.321352825913425,"Asia_22","CHN_22",13450.35,"CHN",11,1
"fitted.Predictor.0363",0.0368371499385512,0.0016502245960321,0.0337069591233228,0.0368002422627493,0.0401773952466934,0.0367267113562137,373,"CHN",2012,498,"China","Asia",32.498178,"north","CHN 2012",1,23,23,23,23,1354190000,4412.28571428571,0.321352825913425,"Asia_23","CHN_23",13541.9,"CHN",11,1
"fitted.Predictor.0364",0.387094237649148,0.00532895401109503,0.376749251694464,0.387057562194396,0.397647920392845,0.386984442810375,374,"CHN",2013,5277,"China","Asia",32.498178,"north","CHN 2013",1,24,24,24,24,1363240000,4412.28571428571,0.321352825913425,"Asia_24","CHN_24",13632.4,"CHN",11,1
"fitted.Predictor.0365",3.46323386063403,0.0158885924225201,3.43218167256893,3.46319741444298,3.49449343756727,3.46312475592828,375,"CHN",2014,47512,"China","Asia",32.498178,"north","CHN 2014",1,25,25,25,25,1371860000,4412.28571428571,0.321352825913425,"Asia_25","CHN_25",13718.6,"CHN",11,1
"fitted.Predictor.0366",0.279613502451262,0.00450183862715126,0.270889183827665,0.279577269209892,0.288544002875348,0.279505031840072,376,"CHN",2015,3858,"China","Asia",32.498178,"north","CHN 2015",1,26,26,26,26,1379860000,4412.28571428571,0.321352825913425,"Asia_26","CHN_26",13798.6,"CHN",11,1
"fitted.Predictor.0367",0.147759022365448,0.0032634085030445,0.141462642031462,0.147722997718477,0.154260401972306,0.14765117967987,377,"CHN",2016,2050,"China","Asia",32.498178,"north","CHN 2016",1,27,27,27,27,1387790000,4412.28571428571,0.321352825913425,"Asia_27","CHN_27",13877.9,"CHN",11,1
"fitted.Predictor.0368",0.422070737767063,0.00549837036883954,0.411391062520086,0.422034928335043,0.432954181431771,0.421963535523331,378,"CHN",2017,5893,"China","Asia",32.498178,"north","CHN 2017",1,28,28,28,28,1396215000,4412.28571428571,0.321352825913425,"Asia_28","CHN_28",13962.15,"CHN",11,1
"fitted.Predictor.0369",0.366139652619969,0.00510919347136507,0.356222652317856,0.366104010420033,0.376259470212647,0.366032951033027,379,"CHN",2018,5136,"China","Asia",32.498178,"north","CHN 2018",1,29,29,29,29,1402760000,4412.28571428571,0.321352825913425,"Asia_29","CHN_29",14027.6,"CHN",11,1
"fitted.Predictor.0370",1.5852706574638,0.0106118726840981,1.5645629801646,1.58523514048311,1.60618043662546,1.58516433285814,380,"CHN",2019,22317,"China","Asia",32.498178,"north","CHN 2019",1,30,30,30,30,1407745000,4412.28571428571,0.321352825913425,"Asia_30","CHN_30",14077.45,"CHN",11,1
"fitted.Predictor.0371",0.0396056403720611,0.0016761913399169,0.0364202361658872,0.039570218054668,0.0429926412491638,0.0394996389002112,381,"CHN",2020,558,"China","Asia",32.498178,"north","CHN 2020",1,31,31,31,31,1411100000,4412.28571428571,0.321352825913425,"Asia_31","CHN_31",14111,"CHN",11,1
"fitted.Predictor.0372",0.000230245633402195,0.000139886331126343,6.5343141105996e-05,0.00019682476526433,0.000590520011514304,0.000143804360619746,382,"CHN",2021,0,"China","Asia",32.498178,"north","CHN 2021",1,32,32,32,32,1412360000,4412.28571428571,0.321352825913425,"Asia_32","CHN_32",14123.6,"CHN",11,1
"fitted.Predictor.0373",0.0345630540780054,0.00156544664941262,0.0315947843947049,0.0345276571053366,0.0377327811660653,0.034457137539128,383,"CHN",2022,487,"China","Asia",32.498178,"north","CHN 2022",1,33,33,33,33,1412175000,4412.28571428571,0.321352825913425,"Asia_33","CHN_33",14121.75,"CHN",11,1
"fitted.Predictor.0374",1.39123285456954,0.00993082901464509,1.37186043107036,1.39119741205704,1.41080695630369,1.39112675261848,384,"CHN",2023,19627,"China","Asia",32.498178,"north","CHN 2023",1,34,34,34,34,1410710000,4412.28571428571,0.321352825913425,"Asia_34","CHN_34",14107.1,"CHN",11,1
"fitted.Predictor.0375",53.4847662361437,0.406050177731698,52.6929322706769,53.4832249597268,54.285370519606,53.4801522054932,386,"COL",1990,17350,"Colombia","South America",3.373111,"north","COL 1990",0,1,1,1,1,32440069,63968.6285714286,141.070026550797,"South America_1","COL_1",324.40069,"COL",12,5
"fitted.Predictor.0376",45.6343873866321,0.371320303125865,44.9105682789635,45.6328767722814,46.3668023430985,45.6298651349562,387,"COL",1991,15104,"Colombia","South America",3.373111,"north","COL 1991",0,2,2,2,2,33098372,63968.6285714286,141.070026550797,"South America_2","COL_2",330.98372,"COL",12,5
"fitted.Predictor.0377",177.286108399645,0.724655415697944,175.8693472119,177.284627406874,178.711296840794,177.281674942688,388,"COL",1992,59853,"Colombia","South America",3.373111,"north","COL 1992",0,3,3,3,3,33760571,63968.6285714286,141.070026550797,"South America_3","COL_3",337.60571,"COL",12,5
"fitted.Predictor.0378",24.5342408757587,0.266905977710144,24.015001789174,24.5327891807213,25.0617405835811,24.5298949663546,389,"COL",1993,8449,"Colombia","South America",3.373111,"north","COL 1993",0,4,4,4,4,34441473,63968.6285714286,141.070026550797,"South America_4","COL_4",344.41473,"COL",12,5
"fitted.Predictor.0379",2.2082323011584,0.079317380126174,2.05677012861713,2.20680918488834,2.36779337493357,2.20397295397946,390,"COL",1994,774,"Colombia","South America",3.373111,"north","COL 1994",0,5,5,5,5,35127410,63968.6285714286,141.070026550797,"South America_5","COL_5",351.2741,"COL",12,5
"fitted.Predictor.0380",139.733448410849,0.62471199134352,138.512425889408,139.73205196917,140.962417069368,139.729268050393,391,"COL",1995,50031,"Colombia","South America",3.373111,"north","COL 1995",0,6,6,6,6,35804662,63968.6285714286,141.070026550797,"South America_6","COL_6",358.04662,"COL",12,5
"fitted.Predictor.0381",86.1104987827212,0.485964321225714,85.1614756134829,86.1091275464349,87.067324672236,86.1063938403792,392,"COL",1996,31398,"Colombia","South America",3.373111,"north","COL 1996",0,7,7,7,7,36462745,63968.6285714286,141.070026550797,"South America_7","COL_7",364.62745,"COL",12,5
"fitted.Predictor.0382",54.7950820134193,0.384205349045859,54.0455296266428,54.7937351014132,55.5522987211092,54.791049853201,393,"COL",1997,20340,"Colombia","South America",3.373111,"north","COL 1997",0,8,8,8,8,37121149,63968.6285714286,141.070026550797,"South America_8","COL_8",371.21149,"COL",12,5
"fitted.Predictor.0383",153.500654354662,0.637313782770636,152.254711704627,153.49933135181,154.75412525269,153.496693849602,394,"COL",1998,58011,"Colombia","South America",3.373111,"north","COL 1998",0,9,9,9,9,37792165,63968.6285714286,141.070026550797,"South America_9","COL_9",377.92165,"COL",12,5
"fitted.Predictor.0384",50.0431146668429,0.360744943821248,49.3394328681719,50.0418144696177,50.7541949677147,50.0392223491859,395,"COL",1999,19243,"Colombia","South America",3.373111,"north","COL 1999",0,10,10,10,10,38454863,63968.6285714286,141.070026550797,"South America_10","COL_10",384.54863,"COL",12,5
"fitted.Predictor.0385",53.6114454657434,0.370338905591273,52.8888905292489,53.6101663918854,54.3412787033635,53.6076163903533,396,"COL",2000,20956,"Colombia","South America",3.373111,"north","COL 2000",0,11,11,11,11,39089934,63968.6285714286,141.070026550797,"South America_11","COL_11",390.89934,"COL",12,5
"fitted.Predictor.0386",123.081042710606,0.556735767410328,121.992923916926,123.079783581046,124.176326297975,123.077273403429,397,"COL",2001,48874,"Colombia","South America",3.373111,"north","COL 2001",0,12,12,12,12,39709262,63968.6285714286,141.070026550797,"South America_12","COL_12",397.09262,"COL",12,5
"fitted.Predictor.0387",177.874364858451,0.664155552223736,176.575551392292,177.873124944013,179.180233774588,177.870653097835,398,"COL",2002,71727,"Colombia","South America",3.373111,"north","COL 2002",0,13,13,13,13,40324680,63968.6285714286,141.070026550797,"South America_13","COL_13",403.2468,"COL",12,5
"fitted.Predictor.0388",135.51246312519,0.575345146736705,134.387745490576,135.511241770505,136.644130602456,135.508806908445,399,"COL",2003,55475,"Colombia","South America",3.373111,"north","COL 2003",0,14,14,14,14,40937429,63968.6285714286,141.070026550797,"South America_14","COL_14",409.37429,"COL",12,5
"fitted.Predictor.0389",65.0275804444059,0.395640323073796,64.2551963893022,65.0263769018564,65.8068129986116,65.0239775003829,400,"COL",2004,27014,"Colombia","South America",3.373111,"north","COL 2004",0,15,15,15,15,41543171,63968.6285714286,141.070026550797,"South America_15","COL_15",415.43171,"COL",12,5
"fitted.Predictor.0390",96.5334066578186,0.478683348056701,95.5981352395692,96.532219848349,97.4754313511989,96.5298538346457,401,"COL",2005,40668,"Colombia","South America",3.373111,"north","COL 2005",0,16,16,16,16,42128977,63968.6285714286,141.070026550797,"South America_16","COL_16",421.28977,"COL",12,5
"fitted.Predictor.0391",86.2700122946902,0.449533046249439,85.391857360165,86.2688411122633,87.1548315837645,86.266506245872,402,"COL",2006,36829,"Colombia","South America",3.373111,"north","COL 2006",0,17,17,17,17,42691084,63968.6285714286,141.070026550797,"South America_17","COL_17",426.91084,"COL",12,5
"fitted.Predictor.0392",94.8812792240331,0.468457905481083,93.9659724009229,94.8801227851722,95.8031665049529,94.8778173186332,403,"COL",2007,41022,"Colombia","South America",3.373111,"north","COL 2007",0,18,18,18,18,43235374,63968.6285714286,141.070026550797,"South America_18","COL_18",432.35374,"COL",12,5
"fitted.Predictor.0393",81.7772477916833,0.432298636460551,80.9328064924269,81.7761051866262,82.6281908327779,81.7738272901077,404,"COL",2008,35784,"Colombia","South America",3.373111,"north","COL 2008",0,19,19,19,19,43758808,63968.6285714286,141.070026550797,"South America_19","COL_19",437.58808,"COL",12,5
"fitted.Predictor.0394",117.336356869006,0.514817415926472,116.33006631458,117.335227495499,118.349073868729,117.33297600088,405,"COL",2009,51946,"Colombia","South America",3.373111,"north","COL 2009",0,20,20,20,20,44271541,63968.6285714286,141.070026550797,"South America_20","COL_20",442.71541,"COL",12,5
"fitted.Predictor.0395",346.72708396251,0.879958975306609,345.004749822913,346.725967343569,348.455771962674,346.723741331623,406,"COL",2010,155255,"Colombia","South America",3.373111,"north","COL 2010",0,21,21,21,21,44777319,63968.6285714286,141.070026550797,"South America_21","COL_21",447.77319,"COL",12,5
"fitted.Predictor.0396",70.3054570947703,0.394130331092887,69.5357523223386,70.3043523792896,71.0814480088547,70.3021500118096,407,"COL",2011,31819,"Colombia","South America",3.373111,"north","COL 2011",0,22,22,22,22,45259614,63968.6285714286,141.070026550797,"South America_22","COL_22",452.59614,"COL",12,5
"fitted.Predictor.0397",120.701918223743,0.513834108610159,119.697454195697,120.700824529856,121.712605669587,120.698644168856,408,"COL",2012,55179,"Colombia","South America",3.373111,"north","COL 2012",0,23,23,23,23,45715810,63968.6285714286,141.070026550797,"South America_23","COL_23",457.1581,"COL",12,5
"fitted.Predictor.0398",273.934657356074,0.770420683477677,272.427022433881,273.933573987299,275.448456937364,273.931414251896,409,"COL",2013,126425,"Colombia","South America",3.373111,"north","COL 2013",0,24,24,24,24,46151584,63968.6285714286,141.070026550797,"South America_24","COL_24",461.51584,"COL",12,5
"fitted.Predictor.0399",231.878939909477,0.705662059379178,230.498262927024,231.877866169266,233.265726762691,231.875725621752,410,"COL",2014,107975,"Colombia","South America",3.373111,"north","COL 2014",0,25,25,25,25,46565429,63968.6285714286,141.070026550797,"South America_25","COL_25",465.65429,"COL",12,5
"fitted.Predictor.0400",205.332440287041,0.661175643190855,204.038970513626,205.331375794186,206.631967311915,205.329253676454,411,"COL",2015,96444,"Colombia","South America",3.373111,"north","COL 2015",0,26,26,26,26,46969940,63968.6285714286,141.070026550797,"South America_26","COL_26",469.6994,"COL",12,5
"fitted.Predictor.0401",212.945849632162,0.669995149402416,211.635055782474,212.944795631418,214.262641030097,212.94269443236,412,"COL",2016,101016,"Colombia","South America",3.373111,"north","COL 2016",0,27,27,27,27,47437512,63968.6285714286,141.070026550797,"South America_27","COL_27",474.37512,"COL",12,5
"fitted.Predictor.0402",53.5527564445273,0.333564505602949,52.9016278534096,53.5517176367484,54.2097961480926,53.5496466501834,413,"COL",2017,25775,"Colombia","South America",3.373111,"north","COL 2017",0,28,28,28,28,48131078,63968.6285714286,141.070026550797,"South America_28","COL_28",481.31078,"COL",12,5
"fitted.Predictor.0403",93.9072678354467,0.437665891870312,93.051952158946,93.9062479553218,94.7683869112123,93.9042147376605,414,"COL",2018,46037,"Colombia","South America",3.373111,"north","COL 2018",0,29,29,29,29,49024465,63968.6285714286,141.070026550797,"South America_29","COL_29",490.24465,"COL",12,5
"fitted.Predictor.0404",255.57723034815,0.715605784328226,254.176849907891,255.576228520588,256.983311456077,255.574231340944,415,"COL",2019,127553,"Colombia","South America",3.373111,"north","COL 2019",0,30,30,30,30,49907985,63968.6285714286,141.070026550797,"South America_30","COL_30",499.07985,"COL",12,5
"fitted.Predictor.0405",155.993162472944,0.555069365332036,154.907537684629,155.992174932624,157.084406633264,155.99020621444,416,"COL",2020,78979,"Colombia","South America",3.373111,"north","COL 2020",0,31,31,31,31,50629997,63968.6285714286,141.070026550797,"South America_31","COL_31",506.29997,"COL",12,5
"fitted.Predictor.0406",104.192798714765,0.451162876221577,103.310893915239,104.191821943427,105.080261611091,104.189874674565,417,"COL",2021,53334,"Colombia","South America",3.373111,"north","COL 2021",0,32,32,32,32,51188173,63968.6285714286,141.070026550797,"South America_32","COL_32",511.88173,"COL",12,5
"fitted.Predictor.0407",134.326362905284,0.509536007348806,133.329964414949,134.325396512184,135.328260435122,134.323469946226,418,"COL",2022,69497,"Colombia","South America",3.373111,"north","COL 2022",0,33,33,33,33,51737944,63968.6285714286,141.070026550797,"South America_33","COL_33",517.37944,"COL",12,5
"fitted.Predictor.0408",259.038026967864,0.703624631262291,257.661008829879,259.037071345853,260.420482851291,259.035166280953,419,"COL",2023,135531,"Colombia","South America",3.373111,"north","COL 2023",0,34,34,34,34,52321152,63968.6285714286,141.070026550797,"South America_34","COL_34",523.21152,"COL",12,5
"fitted.Predictor.0409",0.0414444317560124,0.0491635175000561,0.00417453098329442,0.0267131786577694,0.167867635281745,0.0110355248553508,421,"CRI",1990,0,"Costa Rica","Central America",10.0651,"north","CRI 1990",3,1,1,1,1,3121706,15038.7714285714,333.615580123155,"Central America_1","CRI_1",31.21706,"CRI",13,3
"fitted.Predictor.0410",0.0477007369356449,0.0480117377189462,0.00647502815486436,0.0336206499150674,0.17338036091642,0.0166847837475398,422,"CRI",1991,0,"Costa Rica","Central America",10.0651,"north","CRI 1991",3,2,2,2,2,3202176,15038.7714285714,333.615580123155,"Central America_2","CRI_2",32.02176,"CRI",13,3
"fitted.Predictor.0411",0.0543784544066198,0.0479701472154234,0.00917589232147241,0.0407818910852842,0.180538237075513,0.0229263571443889,423,"CRI",1992,0,"Costa Rica","Central America",10.0651,"north","CRI 1992",3,3,3,3,3,3284258,15038.7714285714,333.615580123155,"Central America_3","CRI_3",32.84258,"CRI",13,3
"fitted.Predictor.0412",136.919737148429,2.01654899225896,133.007821799476,136.904889745625,140.916139885181,136.875288706193,424,"CRI",1993,4612,"Costa Rica","Central America",10.0651,"north","CRI 1993",3,4,4,4,4,3367434,15038.7714285714,333.615580123155,"Central America_4","CRI_4",33.67434,"CRI",13,3
"fitted.Predictor.0413",403.57913327623,3.41971887742186,396.91467583796,403.564645601732,410.326029972177,403.535762172729,425,"CRI",1994,13929,"Costa Rica","Central America",10.0651,"north","CRI 1994",3,5,5,5,5,3451122,15038.7714285714,333.615580123155,"Central America_5","CRI_5",34.51122,"CRI",13,3
"fitted.Predictor.0414",145.315100421396,2.02755080674477,141.379598016043,145.300957496421,149.331081296591,145.272760932264,426,"CRI",1995,5137,"Costa Rica","Central America",10.0651,"north","CRI 1995",3,6,6,6,6,3535176,15038.7714285714,333.615580123155,"Central America_6","CRI_6",35.35176,"CRI",13,3
"fitted.Predictor.0415",63.8087032519117,1.32799808315799,61.2440602079745,63.7948884793958,66.4519592410045,63.7673472180112,427,"CRI",1996,2309,"Costa Rica","Central America",10.0651,"north","CRI 1996",3,7,7,7,7,3619013,15038.7714285714,333.615580123155,"Central America_7","CRI_7",36.19013,"CRI",13,3
"fitted.Predictor.0416",389.575588389699,3.24414582910302,383.252617489927,389.56208146775,395.975417750014,389.535153347823,428,"CRI",1997,14421,"Costa Rica","Central America",10.0651,"north","CRI 1997",3,8,8,8,8,3701711,15038.7714285714,333.615580123155,"Central America_8","CRI_8",37.01711,"CRI",13,3
"fitted.Predictor.0417",69.4964690143092,1.35555996704441,66.8760650441195,69.4832523945863,72.1920817648868,69.456903288028,429,"CRI",1998,2628,"Costa Rica","Central America",10.0651,"north","CRI 1998",3,9,9,9,9,3782838,15038.7714285714,333.615580123155,"Central America_9","CRI_9",37.82838,"CRI",13,3
"fitted.Predictor.0418",156.431818387912,2.01265313887091,152.522109512572,156.418872591269,160.415193426095,156.393062722384,430,"CRI",1999,6041,"Costa Rica","Central America",10.0651,"north","CRI 1999",3,10,10,10,10,3862101,15038.7714285714,333.615580123155,"Central America_10","CRI_10",38.62101,"CRI",13,3
"fitted.Predictor.0419",124.659714870762,1.77935503583223,121.206779104462,124.647017826704,128.184901572439,124.621703905396,431,"CRI",2000,4908,"Costa Rica","Central America",10.0651,"north","CRI 2000",3,11,11,11,11,3937739,15038.7714285714,333.615580123155,"Central America_11","CRI_11",39.37739,"CRI",13,3
"fitted.Predictor.0420",236.081901177797,2.42675810989808,231.358808035406,236.06942947211,240.875962333288,236.044564946643,432,"CRI",2001,9464,"Costa Rica","Central America",10.0651,"north","CRI 2001",3,12,12,12,12,4008947,15038.7714285714,333.615580123155,"Central America_12","CRI_12",40.08947,"CRI",13,3
"fitted.Predictor.0421",300.601487021597,2.71582310160908,295.310977523216,300.589219545112,305.961802243528,300.564762339531,433,"CRI",2002,12251,"Costa Rica","Central America",10.0651,"north","CRI 2002",3,13,13,13,13,4075705,15038.7714285714,333.615580123155,"Central America_13","CRI_13",40.75705,"CRI",13,3
"fitted.Predictor.0422",476.060868568604,3.39154858574227,469.444785908538,476.048788008442,482.745693138679,476.024703781909,434,"CRI",2003,19703,"Costa Rica","Central America",10.0651,"north","CRI 2003",3,14,14,14,14,4138784,15038.7714285714,333.615580123155,"Central America_14","CRI_14",41.38784,"CRI",13,3
"fitted.Predictor.0423",224.010610395075,2.30948827479501,219.515854637734,223.998706247175,228.573104583372,223.974973244352,435,"CRI",2004,9408,"Costa Rica","Central America",10.0651,"north","CRI 2004",3,15,15,15,15,4200078,15038.7714285714,333.615580123155,"Central America_15","CRI_15",42.00078,"CRI",13,3
"fitted.Predictor.0424",887.026794872957,4.56247459652408,878.113643764323,887.015061427293,896.006712554423,886.991669676546,436,"CRI",2005,37798,"Costa Rica","Central America",10.0651,"north","CRI 2005",3,16,16,16,16,4261240,15038.7714285714,333.615580123155,"Central America_16","CRI_16",42.6124,"CRI",13,3
"fitted.Predictor.0425",278.908830423727,2.54055525559951,273.96001739078,278.897260299902,283.923481037032,278.874193370023,437,"CRI",2006,12052,"Costa Rica","Central America",10.0651,"north","CRI 2006",3,17,17,17,17,4321340,15038.7714285714,333.615580123155,"Central America_17","CRI_17",43.2134,"CRI",13,3
"fitted.Predictor.0426",605.08835306677,3.71673489855714,597.832710785418,605.076938430036,612.408947879098,605.054182016503,438,"CRI",2007,26504,"Costa Rica","Central America",10.0651,"north","CRI 2007",3,18,18,18,18,4380248,15038.7714285714,333.615580123155,"Central America_18","CRI_18",43.80248,"CRI",13,3
"fitted.Predictor.0427",184.968287004676,2.0411099634812,180.997964526103,184.957026292206,189.002686654047,184.934576031283,439,"CRI",2008,8212,"Costa Rica","Central America",10.0651,"north","CRI 2008",3,19,19,19,19,4440056,15038.7714285714,333.615580123155,"Central America_19","CRI_19",44.40056,"CRI",13,3
