"","ISO_A0","adjusted_year","cases","full_name","continent","label_y","hemisphere","join","total_missing","YearN","YearN2","YearN3","YearN4","population_total","ave_cases","avg_inc","YearN_continent","YearN_country","offset1","country","countryID","continentID"
"424","CRI",1993,4612,"Costa Rica","Central America",10.0651,"north","CRI 1993",3,4,4,4,4,3367434,15038.7714285714,333.615580123155,"Central America_4","CRI_4",33.67434,"CRI",13,3
"425","CRI",1994,13929,"Costa Rica","Central America",10.0651,"north","CRI 1994",3,5,5,5,5,3451122,15038.7714285714,333.615580123155,"Central America_5","CRI_5",34.51122,"CRI",13,3
"426","CRI",1995,5137,"Costa Rica","Central America",10.0651,"north","CRI 1995",3,6,6,6,6,3535176,15038.7714285714,333.615580123155,"Central America_6","CRI_6",35.35176,"CRI",13,3
"427","CRI",1996,2309,"Costa Rica","Central America",10.0651,"north","CRI 1996",3,7,7,7,7,3619013,15038.7714285714,333.615580123155,"Central America_7","CRI_7",36.19013,"CRI",13,3
"428","CRI",1997,14421,"Costa Rica","Central America",10.0651,"north","CRI 1997",3,8,8,8,8,3701711,15038.7714285714,333.615580123155,"Central America_8","CRI_8",37.01711,"CRI",13,3
"429","CRI",1998,2628,"Costa Rica","Central America",10.0651,"north","CRI 1998",3,9,9,9,9,3782838,15038.7714285714,333.615580123155,"Central America_9","CRI_9",37.82838,"CRI",13,3
"430","CRI",1999,6041,"Costa Rica","Central America",10.0651,"north","CRI 1999",3,10,10,10,10,3862101,15038.7714285714,333.615580123155,"Central America_10","CRI_10",38.62101,"CRI",13,3
"431","CRI",2000,4908,"Costa Rica","Central America",10.0651,"north","CRI 2000",3,11,11,11,11,3937739,15038.7714285714,333.615580123155,"Central America_11","CRI_11",39.37739,"CRI",13,3
"432","CRI",2001,9464,"Costa Rica","Central America",10.0651,"north","CRI 2001",3,12,12,12,12,4008947,15038.7714285714,333.615580123155,"Central America_12","CRI_12",40.08947,"CRI",13,3
"433","CRI",2002,12251,"Costa Rica","Central America",10.0651,"north","CRI 2002",3,13,13,13,13,4075705,15038.7714285714,333.615580123155,"Central America_13","CRI_13",40.75705,"CRI",13,3
"434","CRI",2003,19703,"Costa Rica","Central America",10.0651,"north","CRI 2003",3,14,14,14,14,4138784,15038.7714285714,333.615580123155,"Central America_14","CRI_14",41.38784,"CRI",13,3
"435","CRI",2004,9408,"Costa Rica","Central America",10.0651,"north","CRI 2004",3,15,15,15,15,4200078,15038.7714285714,333.615580123155,"Central America_15","CRI_15",42.00078,"CRI",13,3
"436","CRI",2005,37798,"Costa Rica","Central America",10.0651,"north","CRI 2005",3,16,16,16,16,4261240,15038.7714285714,333.615580123155,"Central America_16","CRI_16",42.6124,"CRI",13,3
"437","CRI",2006,12052,"Costa Rica","Central America",10.0651,"north","CRI 2006",3,17,17,17,17,4321340,15038.7714285714,333.615580123155,"Central America_17","CRI_17",43.2134,"CRI",13,3
"438","CRI",2007,26504,"Costa Rica","Central America",10.0651,"north","CRI 2007",3,18,18,18,18,4380248,15038.7714285714,333.615580123155,"Central America_18","CRI_18",43.80248,"CRI",13,3
"439","CRI",2008,8212,"Costa Rica","Central America",10.0651,"north","CRI 2008",3,19,19,19,19,4440056,15038.7714285714,333.615580123155,"Central America_19","CRI_19",44.40056,"CRI",13,3
"440","CRI",2009,7214,"Costa Rica","Central America",10.0651,"north","CRI 2009",3,20,20,20,20,4499791,15038.7714285714,333.615580123155,"Central America_20","CRI_20",44.99791,"CRI",13,3
"441","CRI",2010,31484,"Costa Rica","Central America",10.0651,"north","CRI 2010",3,21,21,21,21,4555962,15038.7714285714,333.615580123155,"Central America_21","CRI_21",45.55962,"CRI",13,3
"442","CRI",2011,13838,"Costa Rica","Central America",10.0651,"north","CRI 2011",3,22,22,22,22,4609833,15038.7714285714,333.615580123155,"Central America_22","CRI_22",46.09833,"CRI",13,3
"443","CRI",2012,22243,"Costa Rica","Central America",10.0651,"north","CRI 2012",3,23,23,23,23,4663934,15038.7714285714,333.615580123155,"Central America_23","CRI_23",46.63934,"CRI",13,3
"444","CRI",2013,81942,"Costa Rica","Central America",10.0651,"north","CRI 2013",3,24,24,24,24,4716147,15038.7714285714,333.615580123155,"Central America_24","CRI_24",47.16147,"CRI",13,3
"445","CRI",2014,16742,"Costa Rica","Central America",10.0651,"north","CRI 2014",3,25,25,25,25,4767119,15038.7714285714,333.615580123155,"Central America_25","CRI_25",47.67119,"CRI",13,3
"446","CRI",2015,25852,"Costa Rica","Central America",10.0651,"north","CRI 2015",3,26,26,26,26,4818038,15038.7714285714,333.615580123155,"Central America_26","CRI_26",48.18038,"CRI",13,3
"447","CRI",2016,30700,"Costa Rica","Central America",10.0651,"north","CRI 2016",3,27,27,27,27,4866998,15038.7714285714,333.615580123155,"Central America_27","CRI_27",48.66998,"CRI",13,3
"448","CRI",2017,8340,"Costa Rica","Central America",10.0651,"north","CRI 2017",3,28,28,28,28,4913177,15038.7714285714,333.615580123155,"Central America_28","CRI_28",49.13177,"CRI",13,3
"449","CRI",2018,4530,"Costa Rica","Central America",10.0651,"north","CRI 2018",3,29,29,29,29,4957818,15038.7714285714,333.615580123155,"Central America_29","CRI_29",49.57818,"CRI",13,3
"450","CRI",2019,9472,"Costa Rica","Central America",10.0651,"north","CRI 2019",3,30,30,30,30,4999553,15038.7714285714,333.615580123155,"Central America_30","CRI_30",49.99553,"CRI",13,3
"451","CRI",2020,10056,"Costa Rica","Central America",10.0651,"north","CRI 2020",3,31,31,31,31,5034320,15038.7714285714,333.615580123155,"Central America_31","CRI_31",50.3432,"CRI",13,3
"452","CRI",2021,5174,"Costa Rica","Central America",10.0651,"north","CRI 2021",3,32,32,32,32,5059988,15038.7714285714,333.615580123155,"Central America_32","CRI_32",50.59988,"CRI",13,3
"453","CRI",2022,7485,"Costa Rica","Central America",10.0651,"north","CRI 2022",3,33,33,33,33,5081765,15038.7714285714,333.615580123155,"Central America_33","CRI_33",50.81765,"CRI",13,3
"454","CRI",2023,31565,"Costa Rica","Central America",10.0651,"north","CRI 2023",3,34,34,34,34,5105525,15038.7714285714,333.615580123155,"Central America_34","CRI_34",51.05525,"CRI",13,3
"455","CRI",2024,30343,"Costa Rica","Central America",10.0651,"north","CRI 2024",3,35,35,35,35,5129910,15038.7714285714,333.615580123155,"Central America_35","CRI_35",51.2991,"CRI",13,3
"456","CYM",1990,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 1990",12,1,1,1,1,25999,21.2571428571429,33.9545743638621,"Caribbean_1","CYM_1",0.25999,"CYM",14,2
"457","CYM",1991,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 1991",12,2,2,2,2,27294,21.2571428571429,33.9545743638621,"Caribbean_2","CYM_2",0.27294,"CYM",14,2
"458","CYM",1992,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 1992",12,3,3,3,3,28621,21.2571428571429,33.9545743638621,"Caribbean_3","CYM_3",0.28621,"CYM",14,2
"459","CYM",1993,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 1993",12,4,4,4,4,29976,21.2571428571429,33.9545743638621,"Caribbean_4","CYM_4",0.29976,"CYM",14,2
"460","CYM",1994,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 1994",12,5,5,5,5,31352,21.2571428571429,33.9545743638621,"Caribbean_5","CYM_5",0.31352,"CYM",14,2
"461","CYM",1995,1,"Cayman Islands","Caribbean",19.319862,"north","CYM 1995",12,6,6,6,6,32743,21.2571428571429,33.9545743638621,"Caribbean_6","CYM_6",0.32743,"CYM",14,2
"462","CYM",1996,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 1996",12,7,7,7,7,34143,21.2571428571429,33.9545743638621,"Caribbean_7","CYM_7",0.34143,"CYM",14,2
"463","CYM",1997,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 1997",12,8,8,8,8,35543,21.2571428571429,33.9545743638621,"Caribbean_8","CYM_8",0.35543,"CYM",14,2
"464","CYM",1998,2,"Cayman Islands","Caribbean",19.319862,"north","CYM 1998",12,9,9,9,9,36922,21.2571428571429,33.9545743638621,"Caribbean_9","CYM_9",0.36922,"CYM",14,2
"465","CYM",1999,1,"Cayman Islands","Caribbean",19.319862,"north","CYM 1999",12,10,10,10,10,38284,21.2571428571429,33.9545743638621,"Caribbean_10","CYM_10",0.38284,"CYM",14,2
"466","CYM",2000,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 2000",12,11,11,11,11,39674,21.2571428571429,33.9545743638621,"Caribbean_11","CYM_11",0.39674,"CYM",14,2
"467","CYM",2001,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 2001",12,12,12,12,12,41089,21.2571428571429,33.9545743638621,"Caribbean_12","CYM_12",0.41089,"CYM",14,2
"468","CYM",2002,1,"Cayman Islands","Caribbean",19.319862,"north","CYM 2002",12,13,13,13,13,42514,21.2571428571429,33.9545743638621,"Caribbean_13","CYM_13",0.42514,"CYM",14,2
"469","CYM",2003,1,"Cayman Islands","Caribbean",19.319862,"north","CYM 2003",12,14,14,14,14,43934,21.2571428571429,33.9545743638621,"Caribbean_14","CYM_14",0.43934,"CYM",14,2
"470","CYM",2004,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 2004",12,15,15,15,15,45352,21.2571428571429,33.9545743638621,"Caribbean_15","CYM_15",0.45352,"CYM",14,2
"471","CYM",2005,1,"Cayman Islands","Caribbean",19.319862,"north","CYM 2005",12,16,16,16,16,46788,21.2571428571429,33.9545743638621,"Caribbean_16","CYM_16",0.46788,"CYM",14,2
"472","CYM",2006,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 2006",12,17,17,17,17,48232,21.2571428571429,33.9545743638621,"Caribbean_17","CYM_17",0.48232,"CYM",14,2
"473","CYM",2007,9,"Cayman Islands","Caribbean",19.319862,"north","CYM 2007",12,18,18,18,18,49687,21.2571428571429,33.9545743638621,"Caribbean_18","CYM_18",0.49687,"CYM",14,2
"474","CYM",2008,1,"Cayman Islands","Caribbean",19.319862,"north","CYM 2008",12,19,19,19,19,51151,21.2571428571429,33.9545743638621,"Caribbean_19","CYM_19",0.51151,"CYM",14,2
"475","CYM",2009,0,"Cayman Islands","Caribbean",19.319862,"north","CYM 2009",12,20,20,20,20,52618,21.2571428571429,33.9545743638621,"Caribbean_20","CYM_20",0.52618,"CYM",14,2
"476","CYM",2010,8,"Cayman Islands","Caribbean",19.319862,"north","CYM 2010",12,21,21,21,21,54099,21.2571428571429,33.9545743638621,"Caribbean_21","CYM_21",0.54099,"CYM",14,2
"477","CYM",2011,2,"Cayman Islands","Caribbean",19.319862,"north","CYM 2011",12,22,22,22,22,55606,21.2571428571429,33.9545743638621,"Caribbean_22","CYM_22",0.55606,"CYM",14,2
"478","CYM",2012,53,"Cayman Islands","Caribbean",19.319862,"north","CYM 2012",12,23,23,23,23,57136,21.2571428571429,33.9545743638621,"Caribbean_23","CYM_23",0.57136,"CYM",14,2
"479","CYM",2013,69,"Cayman Islands","Caribbean",19.319862,"north","CYM 2013",12,24,24,24,24,58655,21.2571428571429,33.9545743638621,"Caribbean_24","CYM_24",0.58655,"CYM",14,2
"480","CYM",2014,124,"Cayman Islands","Caribbean",19.319862,"north","CYM 2014",12,25,25,25,25,60160,21.2571428571429,33.9545743638621,"Caribbean_25","CYM_25",0.6016,"CYM",14,2
"481","CYM",2015,40,"Cayman Islands","Caribbean",19.319862,"north","CYM 2015",12,26,26,26,26,61642,21.2571428571429,33.9545743638621,"Caribbean_26","CYM_26",0.61642,"CYM",14,2
"482","CYM",2016,150,"Cayman Islands","Caribbean",19.319862,"north","CYM 2016",12,27,27,27,27,63100,21.2571428571429,33.9545743638621,"Caribbean_27","CYM_27",0.631,"CYM",14,2
"483","CYM",2017,31,"Cayman Islands","Caribbean",19.319862,"north","CYM 2017",12,28,28,28,28,64535,21.2571428571429,33.9545743638621,"Caribbean_28","CYM_28",0.64535,"CYM",14,2
"484","CYM",2018,29,"Cayman Islands","Caribbean",19.319862,"north","CYM 2018",12,29,29,29,29,65941,21.2571428571429,33.9545743638621,"Caribbean_29","CYM_29",0.65941,"CYM",14,2
"485","CYM",2019,133,"Cayman Islands","Caribbean",19.319862,"north","CYM 2019",12,30,30,30,30,67327,21.2571428571429,33.9545743638621,"Caribbean_30","CYM_30",0.67327,"CYM",14,2
"486","CYM",2020,35,"Cayman Islands","Caribbean",19.319862,"north","CYM 2020",12,31,31,31,31,68684,21.2571428571429,33.9545743638621,"Caribbean_31","CYM_31",0.68684,"CYM",14,2
"487","CYM",2021,1,"Cayman Islands","Caribbean",19.319862,"north","CYM 2021",12,32,32,32,32,70108,21.2571428571429,33.9545743638621,"Caribbean_32","CYM_32",0.70108,"CYM",14,2
"488","CYM",2022,2,"Cayman Islands","Caribbean",19.319862,"north","CYM 2022",12,33,33,33,33,71591,21.2571428571429,33.9545743638621,"Caribbean_33","CYM_33",0.71591,"CYM",14,2
"489","CYM",2023,42,"Cayman Islands","Caribbean",19.319862,"north","CYM 2023",12,34,34,34,34,73038,21.2571428571429,33.9545743638621,"Caribbean_34","CYM_34",0.73038,"CYM",14,2
"490","CYM",2024,8,"Cayman Islands","Caribbean",19.319862,"north","CYM 2024",12,35,35,35,35,74457,21.2571428571429,33.9545743638621,"Caribbean_35","CYM_35",0.74457,"CYM",14,2
"491","DMA",1990,6,"Dominica","Caribbean",15.458829,"north","DMA 1990",6,1,1,1,1,69627,109.352941176471,159.681981089056,"Caribbean_1","DMA_1",0.69627,"DMA",15,2
"492","DMA",1991,12,"Dominica","Caribbean",15.458829,"north","DMA 1991",6,2,2,2,2,69296,109.352941176471,159.681981089056,"Caribbean_2","DMA_2",0.69296,"DMA",15,2
"493","DMA",1992,0,"Dominica","Caribbean",15.458829,"north","DMA 1992",6,3,3,3,3,69325,109.352941176471,159.681981089056,"Caribbean_3","DMA_3",0.69325,"DMA",15,2
"494","DMA",1993,1,"Dominica","Caribbean",15.458829,"north","DMA 1993",6,4,4,4,4,69433,109.352941176471,159.681981089056,"Caribbean_4","DMA_4",0.69433,"DMA",15,2
"495","DMA",1994,0,"Dominica","Caribbean",15.458829,"north","DMA 1994",6,5,5,5,5,69477,109.352941176471,159.681981089056,"Caribbean_5","DMA_5",0.69477,"DMA",15,2
"496","DMA",1995,282,"Dominica","Caribbean",15.458829,"north","DMA 1995",6,6,6,6,6,69469,109.352941176471,159.681981089056,"Caribbean_6","DMA_6",0.69469,"DMA",15,2
"497","DMA",1996,3,"Dominica","Caribbean",15.458829,"north","DMA 1996",6,7,7,7,7,69410,109.352941176471,159.681981089056,"Caribbean_7","DMA_7",0.6941,"DMA",15,2
"498","DMA",1997,0,"Dominica","Caribbean",15.458829,"north","DMA 1997",6,8,8,8,8,69299,109.352941176471,159.681981089056,"Caribbean_8","DMA_8",0.69299,"DMA",15,2
"499","DMA",1998,1,"Dominica","Caribbean",15.458829,"north","DMA 1998",6,9,9,9,9,69124,109.352941176471,159.681981089056,"Caribbean_9","DMA_9",0.69124,"DMA",15,2
"500","DMA",1999,1,"Dominica","Caribbean",15.458829,"north","DMA 1999",6,10,10,10,10,68870,109.352941176471,159.681981089056,"Caribbean_10","DMA_10",0.6887,"DMA",15,2
"501","DMA",2000,15,"Dominica","Caribbean",15.458829,"north","DMA 2000",6,11,11,11,11,68511,109.352941176471,159.681981089056,"Caribbean_11","DMA_11",0.68511,"DMA",15,2
"502","DMA",2001,5,"Dominica","Caribbean",15.458829,"north","DMA 2001",6,12,12,12,12,68288,109.352941176471,159.681981089056,"Caribbean_12","DMA_12",0.68288,"DMA",15,2
"503","DMA",2002,0,"Dominica","Caribbean",15.458829,"north","DMA 2002",6,13,13,13,13,68367,109.352941176471,159.681981089056,"Caribbean_13","DMA_13",0.68367,"DMA",15,2
"504","DMA",2003,0,"Dominica","Caribbean",15.458829,"north","DMA 2003",6,14,14,14,14,68531,109.352941176471,159.681981089056,"Caribbean_14","DMA_14",0.68531,"DMA",15,2
"505","DMA",2004,4,"Dominica","Caribbean",15.458829,"north","DMA 2004",6,15,15,15,15,68649,109.352941176471,159.681981089056,"Caribbean_15","DMA_15",0.68649,"DMA",15,2
"506","DMA",2005,7,"Dominica","Caribbean",15.458829,"north","DMA 2005",6,16,16,16,16,68734,109.352941176471,159.681981089056,"Caribbean_16","DMA_16",0.68734,"DMA",15,2
"507","DMA",2006,19,"Dominica","Caribbean",15.458829,"north","DMA 2006",6,17,17,17,17,68806,109.352941176471,159.681981089056,"Caribbean_17","DMA_17",0.68806,"DMA",15,2
"508","DMA",2007,110,"Dominica","Caribbean",15.458829,"north","DMA 2007",6,18,18,18,18,68847,109.352941176471,159.681981089056,"Caribbean_18","DMA_18",0.68847,"DMA",15,2
"509","DMA",2008,80,"Dominica","Caribbean",15.458829,"north","DMA 2008",6,19,19,19,19,68854,109.352941176471,159.681981089056,"Caribbean_19","DMA_19",0.68854,"DMA",15,2
"510","DMA",2009,2,"Dominica","Caribbean",15.458829,"north","DMA 2009",6,20,20,20,20,68864,109.352941176471,159.681981089056,"Caribbean_20","DMA_20",0.68864,"DMA",15,2
"511","DMA",2010,633,"Dominica","Caribbean",15.458829,"north","DMA 2010",6,21,21,21,21,68859,109.352941176471,159.681981089056,"Caribbean_21","DMA_21",0.68859,"DMA",15,2
"512","DMA",2011,40,"Dominica","Caribbean",15.458829,"north","DMA 2011",6,22,22,22,22,69053,109.352941176471,159.681981089056,"Caribbean_22","DMA_22",0.69053,"DMA",15,2
"513","DMA",2012,3,"Dominica","Caribbean",15.458829,"north","DMA 2012",6,23,23,23,23,69118,109.352941176471,159.681981089056,"Caribbean_23","DMA_23",0.69118,"DMA",15,2
"514","DMA",2013,197,"Dominica","Caribbean",15.458829,"north","DMA 2013",6,24,24,24,24,69715,109.352941176471,159.681981089056,"Caribbean_24","DMA_24",0.69715,"DMA",15,2
"515","DMA",2014,189,"Dominica","Caribbean",15.458829,"north","DMA 2014",6,25,25,25,25,70373,109.352941176471,159.681981089056,"Caribbean_25","DMA_25",0.70373,"DMA",15,2
"516","DMA",2015,38,"Dominica","Caribbean",15.458829,"north","DMA 2015",6,26,26,26,26,70410,109.352941176471,159.681981089056,"Caribbean_26","DMA_26",0.7041,"DMA",15,2
"517","DMA",2016,351,"Dominica","Caribbean",15.458829,"north","DMA 2016",6,27,27,27,27,69606,109.352941176471,159.681981089056,"Caribbean_27","DMA_27",0.69606,"DMA",15,2
"518","DMA",2017,33,"Dominica","Caribbean",15.458829,"north","DMA 2017",6,28,28,28,28,68496,109.352941176471,159.681981089056,"Caribbean_28","DMA_28",0.68496,"DMA",15,2
"519","DMA",2018,45,"Dominica","Caribbean",15.458829,"north","DMA 2018",6,29,29,29,29,68174,109.352941176471,159.681981089056,"Caribbean_29","DMA_29",0.68174,"DMA",15,2
"520","DMA",2019,1066,"Dominica","Caribbean",15.458829,"north","DMA 2019",6,30,30,30,30,67880,109.352941176471,159.681981089056,"Caribbean_30","DMA_30",0.6788,"DMA",15,2
"521","DMA",2020,88,"Dominica","Caribbean",15.458829,"north","DMA 2020",6,31,31,31,31,67573,109.352941176471,159.681981089056,"Caribbean_31","DMA_31",0.67573,"DMA",15,2
"522","DMA",2021,65,"Dominica","Caribbean",15.458829,"north","DMA 2021",6,32,32,32,32,67202,109.352941176471,159.681981089056,"Caribbean_32","DMA_32",0.67202,"DMA",15,2
"523","DMA",2022,3,"Dominica","Caribbean",15.458829,"north","DMA 2022",6,33,33,33,33,66826,109.352941176471,159.681981089056,"Caribbean_33","DMA_33",0.66826,"DMA",15,2
"524","DMA",2023,419,"Dominica","Caribbean",15.458829,"north","DMA 2023",6,34,34,34,34,66510,109.352941176471,159.681981089056,"Caribbean_34","DMA_34",0.6651,"DMA",15,2
"525","DMA",2024,NA,"Dominica","Caribbean",NA,"north","DMA 2024",6,35,35,35,35,66205,109.352941176471,159.681981089056,"Caribbean_35","DMA_35",0.66205,"DMA",15,2
"526","DOM",1990,39,"Dominican Republic","Caribbean",19.104137,"north","DOM 1990",2,1,1,1,1,7151166,5774.77142857143,56.3929661958975,"Caribbean_1","DOM_1",71.51166,"DOM",16,2
"527","DOM",1991,24,"Dominican Republic","Caribbean",19.104137,"north","DOM 1991",2,2,2,2,2,7299853,5774.77142857143,56.3929661958975,"Caribbean_2","DOM_2",72.99853,"DOM",16,2
"528","DOM",1992,107,"Dominican Republic","Caribbean",19.104137,"north","DOM 1992",2,3,3,3,3,7447474,5774.77142857143,56.3929661958975,"Caribbean_3","DOM_3",74.47474,"DOM",16,2
"529","DOM",1993,0,"Dominican Republic","Caribbean",19.104137,"north","DOM 1993",2,4,4,4,4,7594572,5774.77142857143,56.3929661958975,"Caribbean_4","DOM_4",75.94572,"DOM",16,2
"530","DOM",1994,0,"Dominican Republic","Caribbean",19.104137,"north","DOM 1994",2,5,5,5,5,7741694,5774.77142857143,56.3929661958975,"Caribbean_5","DOM_5",77.41694,"DOM",16,2
"531","DOM",1995,211,"Dominican Republic","Caribbean",19.104137,"north","DOM 1995",2,6,6,6,6,7888115,5774.77142857143,56.3929661958975,"Caribbean_6","DOM_6",78.88115,"DOM",16,2
"532","DOM",1996,72,"Dominican Republic","Caribbean",19.104137,"north","DOM 1996",2,7,7,7,7,8032894,5774.77142857143,56.3929661958975,"Caribbean_7","DOM_7",80.32894,"DOM",16,2
"533","DOM",1997,512,"Dominican Republic","Caribbean",19.104137,"north","DOM 1997",2,8,8,8,8,8174078,5774.77142857143,56.3929661958975,"Caribbean_8","DOM_8",81.74078,"DOM",16,2
"534","DOM",1998,2873,"Dominican Republic","Caribbean",19.104137,"north","DOM 1998",2,9,9,9,9,8310362,5774.77142857143,56.3929661958975,"Caribbean_9","DOM_9",83.10362,"DOM",16,2
"535","DOM",1999,1059,"Dominican Republic","Caribbean",19.104137,"north","DOM 1999",2,10,10,10,10,8446208,5774.77142857143,56.3929661958975,"Caribbean_10","DOM_10",84.46208,"DOM",16,2
"536","DOM",2000,3404,"Dominican Republic","Caribbean",19.104137,"north","DOM 2000",2,11,11,11,11,8584190,5774.77142857143,56.3929661958975,"Caribbean_11","DOM_11",85.8419,"DOM",16,2
"537","DOM",2001,3588,"Dominican Republic","Caribbean",19.104137,"north","DOM 2001",2,12,12,12,12,8720283,5774.77142857143,56.3929661958975,"Caribbean_12","DOM_12",87.20283,"DOM",16,2
"538","DOM",2002,3118,"Dominican Republic","Caribbean",19.104137,"north","DOM 2002",2,13,13,13,13,8852235,5774.77142857143,56.3929661958975,"Caribbean_13","DOM_13",88.52235,"DOM",16,2
"539","DOM",2003,5911,"Dominican Republic","Caribbean",19.104137,"north","DOM 2003",2,14,14,14,14,8980620,5774.77142857143,56.3929661958975,"Caribbean_14","DOM_14",89.8062,"DOM",16,2
"540","DOM",2004,2340,"Dominican Republic","Caribbean",19.104137,"north","DOM 2004",2,15,15,15,15,9104892,5774.77142857143,56.3929661958975,"Caribbean_15","DOM_15",91.04892,"DOM",16,2
"541","DOM",2005,2776,"Dominican Republic","Caribbean",19.104137,"north","DOM 2005",2,16,16,16,16,9225034,5774.77142857143,56.3929661958975,"Caribbean_16","DOM_16",92.25034,"DOM",16,2
"542","DOM",2006,5913,"Dominican Republic","Caribbean",19.104137,"north","DOM 2006",2,17,17,17,17,9341183,5774.77142857143,56.3929661958975,"Caribbean_17","DOM_17",93.41183,"DOM",16,2
"543","DOM",2007,9403,"Dominican Republic","Caribbean",19.104137,"north","DOM 2007",2,18,18,18,18,9455658,5774.77142857143,56.3929661958975,"Caribbean_18","DOM_18",94.55658,"DOM",16,2
"544","DOM",2008,4150,"Dominican Republic","Caribbean",19.104137,"north","DOM 2008",2,19,19,19,19,9573130,5774.77142857143,56.3929661958975,"Caribbean_19","DOM_19",95.7313,"DOM",16,2
"545","DOM",2009,7297,"Dominican Republic","Caribbean",19.104137,"north","DOM 2009",2,20,20,20,20,9695265,5774.77142857143,56.3929661958975,"Caribbean_20","DOM_20",96.95265,"DOM",16,2
"546","DOM",2010,11060,"Dominican Republic","Caribbean",19.104137,"north","DOM 2010",2,21,21,21,21,9820175,5774.77142857143,56.3929661958975,"Caribbean_21","DOM_21",98.20175,"DOM",16,2
"547","DOM",2011,2232,"Dominican Republic","Caribbean",19.104137,"north","DOM 2011",2,22,22,22,22,9945621,5774.77142857143,56.3929661958975,"Caribbean_22","DOM_22",99.45621,"DOM",16,2
"548","DOM",2012,9549,"Dominican Republic","Caribbean",19.104137,"north","DOM 2012",2,23,23,23,23,10070411,5774.77142857143,56.3929661958975,"Caribbean_23","DOM_23",100.70411,"DOM",16,2
"549","DOM",2013,16503,"Dominican Republic","Caribbean",19.104137,"north","DOM 2013",2,24,24,24,24,10193833,5774.77142857143,56.3929661958975,"Caribbean_24","DOM_24",101.93833,"DOM",16,2
"550","DOM",2014,6274,"Dominican Republic","Caribbean",19.104137,"north","DOM 2014",2,25,25,25,25,10315528,5774.77142857143,56.3929661958975,"Caribbean_25","DOM_25",103.15528,"DOM",16,2
"551","DOM",2015,17048,"Dominican Republic","Caribbean",19.104137,"north","DOM 2015",2,26,26,26,26,10434829,5774.77142857143,56.3929661958975,"Caribbean_26","DOM_26",104.34829,"DOM",16,2
"552","DOM",2016,6645,"Dominican Republic","Caribbean",19.104137,"north","DOM 2016",2,27,27,27,27,10551430,5774.77142857143,56.3929661958975,"Caribbean_27","DOM_27",105.5143,"DOM",16,2
"553","DOM",2017,1367,"Dominican Republic","Caribbean",19.104137,"north","DOM 2017",2,28,28,28,28,10666843,5774.77142857143,56.3929661958975,"Caribbean_28","DOM_28",106.66843,"DOM",16,2
"554","DOM",2018,1602,"Dominican Republic","Caribbean",19.104137,"north","DOM 2018",2,29,29,29,29,10782053,5774.77142857143,56.3929661958975,"Caribbean_29","DOM_29",107.82053,"DOM",16,2
"555","DOM",2019,20323,"Dominican Republic","Caribbean",19.104137,"north","DOM 2019",2,30,30,30,30,10894043,5774.77142857143,56.3929661958975,"Caribbean_30","DOM_30",108.94043,"DOM",16,2
"556","DOM",2020,3964,"Dominican Republic","Caribbean",19.104137,"north","DOM 2020",2,31,31,31,31,11008300,5774.77142857143,56.3929661958975,"Caribbean_31","DOM_31",110.083,"DOM",16,2
"557","DOM",2021,3746,"Dominican Republic","Caribbean",19.104137,"north","DOM 2021",2,32,32,32,32,11123476,5774.77142857143,56.3929661958975,"Caribbean_32","DOM_32",111.23476,"DOM",16,2
"558","DOM",2022,10784,"Dominican Republic","Caribbean",19.104137,"north","DOM 2022",2,33,33,33,33,11230734,5774.77142857143,56.3929661958975,"Caribbean_33","DOM_33",112.30734,"DOM",16,2
"559","DOM",2023,28737,"Dominican Republic","Caribbean",19.104137,"north","DOM 2023",2,34,34,34,34,11331265,5774.77142857143,56.3929661958975,"Caribbean_34","DOM_34",113.31265,"DOM",16,2
"560","DOM",2024,9486,"Dominican Republic","Caribbean",19.104137,"north","DOM 2024",2,35,35,35,35,11427557,5774.77142857143,56.3929661958975,"Caribbean_35","DOM_35",114.27557,"DOM",16,2
"561","ECU",1990,94,"Ecuador","South America",-1.259076,"south","ECU 1990",0,1,1,1,1,10473673,12215.1142857143,80.2936767294937,"South America_1","ECU_1",104.73673,"ECU",17,5
"562","ECU",1991,137,"Ecuador","South America",-1.259076,"south","ECU 1991",0,2,2,2,2,10702380,12215.1142857143,80.2936767294937,"South America_2","ECU_2",107.0238,"ECU",17,5
"563","ECU",1992,9015,"Ecuador","South America",-1.259076,"south","ECU 1992",0,3,3,3,3,10930128,12215.1142857143,80.2936767294937,"South America_3","ECU_3",109.30128,"ECU",17,5
"564","ECU",1993,8145,"Ecuador","South America",-1.259076,"south","ECU 1993",0,4,4,4,4,11154274,12215.1142857143,80.2936767294937,"South America_4","ECU_4",111.54274,"ECU",17,5
