"","cases","adjusted_year","YearN","ISO_A0","full_name","continent","population_total","mean_fitted","dis_mean","dis_variance","dis_0.025","dis_0.975","dis_0.05","dis_0.95","dis_time","dis_all","continentID","countryID"
"621",85,1999,10,"GRD","Grenada","Caribbean",106727,79.2234461459756,2.03873666941405,0.49371469158007,0.662989488676202,2.9775639287378,0.851766498563899,2.7904378616034,2.03873666941405,2.21749980417313,2,19
"622",230,2021,32,"GRD","Grenada","Caribbean",116688,197.368073824123,-0.349830768535818,0.600556442883291,-0.918934134221568,1.66331301187965,-0.707034967604006,1.45625677295992,-0.349830768535818,-0.171067633776736,2,19
"623",17,2003,14,"GRD","Grenada","Caribbean",108884,15.8998075860302,0.235205667784888,0.518245385784623,-0.852362468822029,1.55421756734093,-0.65643804127729,1.35945172441601,0.235205667784888,0.41396880254397,2,19
"624",293,2022,33,"GRD","Grenada","Caribbean",116913,250.839054673985,-0.309128779705892,0.734013701277309,-0.996238483528021,1.90818588191931,-0.761225501168272,1.67223756139946,-0.309128779705892,-0.13036564494681,2,19
"625",22,2006,17,"GRD","Grenada","Caribbean",110135,19.803403801568,0.285796142122893,0.520453580728507,0.120651874435038,2.51672628963727,0.314130089123806,2.32118251613398,0.285796142122893,0.464559276881975,2,19
"626",253,2010,21,"GRD","Grenada","Caribbean",111586,226.778080063863,1.94475120148983,0.454185209593714,-0.253951182339791,1.9754825001918,-0.0732462908450431,1.79399522487497,1.94475120148983,2.12351433624891,2,19
"627",1,1992,3,"GRD","Grenada","Caribbean",101602,1.60428435235696,-0.496969828701845,1.06776066902571,-2.19924542536037,1.47447835227856,-1.90090249652616,1.17801251450963,-0.496969828701845,-0.318206693942762,2,19
"628",0,2007,18,"GRD","Grenada","Caribbean",110522,1.35898591658489,-2.8427734630016,0.93945872563783,-3.83779572908736,-0.323383694901453,-3.55209380964161,-0.606923337853417,-2.8427734630016,-2.66401032824252,2,19
"629",73,1995,6,"GRD","Grenada","Caribbean",103869,70.4606144421413,2.72195415322357,0.534331193307367,-0.611416875018627,1.8200870670441,-0.416090409113966,1.62080693167209,2.72195415322357,2.90071728798265,2,19
"630",6,1996,7,"GRD","Grenada","Caribbean",104584,6.54389703285268,0.0194347526661495,0.605892636807568,-2.01737889469876,0.64096072475544,-1.80085161916077,0.426290895425383,0.0194347526661495,0.198197887425232,2,19
"631",244,2017,28,"GRD","Grenada","Caribbean",115438,211.337676368314,0.396485789524888,0.455689918472827,-0.0834412779425449,2.14297530841513,0.0983341455173362,1.96304088210383,0.396485789524888,0.57524892428397,2,19
"632",81,2002,13,"GRD","Grenada","Caribbean",108404,74.5815278015492,1.81384892669503,0.477377780036651,0.108515282344994,2.39532849760181,0.293643760181921,2.20903797247271,1.81384892669503,1.99261206145411,2,19
"633",3,1990,1,"GRD","Grenada","Caribbean",99957,3.37781237515833,0.954518023950668,1.20301691226777,-1.7093491116292,2.1517045641037,-1.39807612895885,1.83789309515234,0.954518023950668,1.13328115870975,2,19
"634",22,1997,8,"GRD","Grenada","Caribbean",105293,20.7792373511755,0.999031150955345,0.546514906492691,-0.0373990445729942,2.41453917416558,0.160856509255035,2.21478740368967,0.999031150955345,1.17779428571443,2,19
"635",27,2000,11,"GRD","Grenada","Caribbean",107451,25.3636791027997,0.799112706625462,0.499770047675167,-0.70805161636952,1.64413246846508,-0.516675731363122,1.45356741008651,0.799112706625462,0.977875841384545,2,19
"636",6,2008,19,"GRD","Grenada","Caribbean",110896,6.3176139937476,-1.23631622593445,0.562192619760195,-2.28592389203037,0.285529030545411,-2.07802843429729,0.0762090855113249,-1.23631622593445,-1.05755309117536,2,19
"637",0,1994,5,"GRD","Grenada","Caribbean",103138,0.519780348560969,-2.64562953912313,1.60368515609736,-2.78743645022631,1.8102023968505,-2.41519809034848,1.43841406441881,-2.64562953912313,-2.46686640436404,2,19
"638",4,1998,9,"GRD","Grenada","Caribbean",106009,4.98100210582771,-0.682737522391816,0.619224701534011,-2.88833642748234,-0.18474793455272,-2.67024812339384,-0.405123244885864,-0.682737522391816,-0.503974387632734,2,19
"639",106,2019,30,"GRD","Grenada","Caribbean",115981,92.3443716905198,-0.764316267113284,0.475918141924476,-2.29878874977945,-0.0178000009814637,-2.11454968083214,-0.204004713003681,-0.764316267113284,-0.585553132354201,2,19
"640",463,2018,29,"GRD","Grenada","Caribbean",115691,399.85731022856,0.866921624460992,0.460666107624678,0.616979213279243,2.85015432338966,0.799048251213376,2.6694361335847,0.866921624460992,1.04568475922007,2,19
"641",79,2014,25,"GRD","Grenada","Caribbean",114132,70.0740619981485,-0.15628940529514,0.457852596121172,-2.03866039918935,0.198820741484388,-1.8577865443896,0.0162006350292428,-0.15628940529514,0.0224737294639427,2,19
"642",12,2001,12,"GRD","Grenada","Caribbean",107987,11.8670514033233,-0.0317638300408222,0.522730726534928,-1.83883763321767,0.598025083376179,-1.64114481816807,0.400167078574008,-0.0317638300408222,0.14699930471826,2,19
"643",1,1993,4,"GRD","Grenada","Caribbean",102382,1.18705366192798,-1.15783277567593,1.13281461605249,-1.55233971048119,2.23507767643356,-1.24591019845528,1.9284105508662,-1.15783277567593,-0.979069640916846,2,19
"644",25,2015,26,"GRD","Grenada","Caribbean",114676,22.8304140846854,-1.48444299792967,0.475399598942262,-2.46863027798801,-0.166178823394487,-2.2819992907282,-0.353493447705021,-1.48444299792967,-1.30567986317059,2,19
"645",172,2016,27,"GRD","Grenada","Caribbean",115130,150.099139734207,0.22962014696322,0.451262642876271,-1.7058251746732,0.514684661601727,-1.52603020579624,0.33370203929864,0.22962014696322,0.408383281722303,2,19
"646",1,1991,2,"GRD","Grenada","Caribbean",100793,1.62947223060693,-0.210499367247926,1.1456705400536,-2.26957874876779,1.54161943443454,-1.96087572437769,1.23334446062239,-0.210499367247926,-0.0317362324888439,2,19
"647",5379,1997,8,"GTM","Guatemala","Central America",10857754,49.5466374515959,0.272596541851987,0.565828071858778,-1.49175873174796,0.906364823187345,-1.29824521638326,0.710453590757221,0.272596541851987,1.18417238812696,3,20
"648",10968,1991,2,"GTM","Guatemala","Central America",9272584,118.280985701622,1.06708742630855,0.852193204062624,0.00795696938590368,3.06053339173688,0.255303391889686,2.81302514280582,1.06708742630855,1.97866327258352,3,20
"649",7552,2002,13,"GTM","Guatemala","Central America",12246915,61.6676556015804,0.338489418664608,0.554346293528649,-0.967754303638455,1.41184038176014,-0.775012762396755,1.21816396593304,0.338489418664608,1.25006526493958,3,20
"650",6075,2020,31,"GTM","Guatemala","Central America",17357325,35.0038124895909,-0.628275691171717,0.61417083358597,-1.69857168344713,0.827947138415289,-1.49207357520297,0.624398002552134,-0.628275691171717,0.283300155103257,3,20
"651",8553,2022,33,"GTM","Guatemala","Central America",17847877,47.9264148909922,-0.472005949459641,0.814574860146685,-1.94345367546764,1.06201605402681,-1.70046843401143,0.817747843972339,-0.472005949459641,0.439569896815334,3,20
"652",6309,2005,16,"GTM","Guatemala","Central America",13087629,48.211033478031,0.114346360371786,0.554074661090992,-1.53643721910334,0.838174858353151,-1.34227886644165,0.646716055208966,0.114346360371786,1.02592220664676,3,20
