"","adm0_a3","adjusted_year","annual_precip_mean","anom_ref","precip_anomaly"
"1691","SUR",2024,0.00485925705773601,0.0048661878724589,-6.93081472288946e-06
"1692","THA",1990,0.00428205258989086,0.00451021272512864,-0.000228160135237785
"1693","THA",1991,0.00435461040130273,0.00451021272512864,-0.000155602323825911
"1694","THA",1992,0.00409979941832717,0.00451021272512864,-0.000410413306801477
"1695","THA",1993,0.00393178741796874,0.00451021272512864,-0.000578425307159907
"1696","THA",1994,0.00494256845922791,0.00451021272512864,0.000432355734099272
"1697","THA",1995,0.00482301317000141,0.00451021272512864,0.000312800444872765
"1698","THA",1996,0.00496618618975238,0.00451021272512864,0.00045597346462374
"1699","THA",1997,0.00407637294726252,0.00451021272512864,-0.00043383977786612
"1700","THA",1998,0.00389875295513775,0.00451021272512864,-0.00061145976999089
"1701","THA",1999,0.00527844365084699,0.00451021272512864,0.000768230925718348
"1702","THA",2000,0.0052685346842433,0.00451021272512864,0.000758321959114659
"1703","THA",2001,0.00466313249004694,0.00451021272512864,0.000152919764918301
"1704","THA",2002,0.0047777243356298,0.00451021272512864,0.000267511610501161
"1705","THA",2003,0.00407090927668226,0.00451021272512864,-0.00043930344844638
"1706","THA",2004,0.00382588369393488,0.00451021272512864,-0.000684329031193759
"1707","THA",2005,0.00440327633502117,0.00451021272512864,-0.000106936390107472
"1708","THA",2006,0.00462770310938746,0.00451021272512864,0.000117490384258821
"1709","THA",2007,0.00478085300225454,0.00451021272512864,0.000270640277125899
"1710","THA",2008,0.00488197533316755,0.00451021272512864,0.000371762608038908
"1711","THA",2009,0.00444371038853812,0.00451021272512864,-6.6502336590525e-05
"1712","THA",2010,0.00453091851522913,0.00451021272512864,2.07057901004896e-05
"1713","THA",2011,0.0052775766622896,0.00451021272512864,0.000767363937160957
"1714","THA",2012,0.00443832718883641,0.00451021272512864,-7.18855362922318e-05
"1715","THA",2013,0.00459682929310172,0.00451021272512864,8.66165679730734e-05
"1716","THA",2014,0.00406351778898776,0.00451021272512864,-0.00044669493614088
"1717","THA",2015,0.00404238127521239,0.00451021272512864,-0.00046783144991625
"1718","THA",2016,0.00434991266471722,0.00451021272512864,-0.000160300060411424
"1719","THA",2017,0.00515874097861039,0.00451021272512864,0.000648528253481749
