year,country,iso_a0,region,cases,RISc,risc_intensity,access_to_electricity_percent_of_population,forest_area_percent_of_land_area,gini_index,individuals_using_the_internet_percent_of_population,life_expectancy_at_birth_total_years,people_using_safely_managed_drinking_water_services_percent_of_population,gdp_per_capita_ppp_constant_2021_international,population_ages_0_14_percent_of_total_population,poverty_headcount_ratio_at_2_15_a_day_2017_ppp_percent_of_population,fixed_broadband_subscriptions_per_100_people,average_precipitation_in_depth_mm_per_year,international_tourism_number_of_arrivals,international_tourism_number_of_departures,multidimensional_poverty_headcount_ratio_world_bank_percent_of_population,urban_population_percent_of_total_population,population_total,land_area_sqkm,temp_anomaly,precip_anomaly,conflict_intensity,type_of_conflict,previous_risc
2017,Singapore,SGP,Asia,2838,-1.292268433,low,100,22.62640449,NA,84.45226789,83.09512195,100,115831.1115,12.29321013,NA,26.3326,2497,17425000,9889000,NA,100,5612253,712,0.273764197,0.000762261,0,NA,0.233267434
2018,Singapore,SGP,Asia,3283,-1.162996812,low,100,22.31092437,NA,88.16563603,83.29756098,100,119343.1455,12.20731008,NA,26.5087,2497,18508000,10378000,NA,100,5638676,714,0.154222552,0.000415005,0,NA,-1.292268433
2019,Singapore,SGP,Asia,16007,0.377870849,expected,100,21.9972067,NA,88.94925269,83.59512195,100,119572.2771,12.20763824,NA,26.5276,2497,19116000,10711000,NA,100,5703569,716,0.470773284,-0.000834933,0,NA,-1.162996812
2020,Singapore,SGP,Asia,34959,1.118969353,high,100,21.68523677,NA,92.00434653,84.46585366,100,115304.1495,12.15182501,NA,26.8623,2497,2742000,1543000,NA,100,5685807,718,0.356583023,0.000765671,0,NA,0.377870849
2021,Singapore,SGP,Asia,5245,-0.791731721,low,100,21.43454039,NA,96.92468156,NA,100,131864.0923,11.99312816,NA,27.5211,2497,NA,NA,NA,100,5453566,718,0.182224019,0.000653295,0,NA,1.118969353
2022,Singapore,SGP,Asia,31853,0.908409666,high,NA,NA,NA,95.95386476,NA,100,132468.9303,11.83953949,NA,27.6767,NA,NA,NA,NA,100,5637022,718,0.221121057,0.000588098,0,NA,-0.791731721
2023,Singapore,SGP,Asia,10243,-0.347174062,expected,NA,NA,NA,NA,NA,NA,127543.5548,11.6937721,NA,27.1873,NA,NA,NA,NA,100,5917648,NA,0.388538583,0.001112744,0,NA,0.908409666
1990,El Salvador,SLV,Central America,2381,0.207863928,expected,NA,34.69498069,NA,0,62.55,NA,6012.256671,41.94696134,NA,NA,1784,NA,NA,NA,49.274,5399726,20720,-0.010123221,-0.000634973,1,3,NA
1991,El Salvador,SLV,Central America,1273,-0.393818616,expected,69.60788,34.47779923,54,0,63.856,NA,5997.173217,41.82260603,22.1,NA,1784,NA,NA,NA,49.794,5495077,20720,0.005985451,-0.001020733,1,3,0.207863928
1992,El Salvador,SLV,Central America,884,-0.740146034,low,75.33219147,34.26061776,NA,0,64.657,NA,6312.94025,41.68011252,NA,NA,1784,NA,NA,NA,50.315,5585609,20720,-0.046627649,-0.000463311,0,NA,-0.393818616
1993,El Salvador,SLV,Central America,9015,1.59043173,high,76.27613831,34.04343629,NA,0,65.235,NA,6586.786236,41.26749005,NA,NA,1784,NA,NA,NA,51.417,5659957,20720,-0.373283831,0.000346037,0,NA,-0.740146034
1994,El Salvador,SLV,Central America,8145,1.489317938,high,77.21871948,33.82625483,NA,0,65.838,NA,6820.681403,40.60672878,NA,NA,1784,NA,NA,NA,52.704,5714129,20720,0.078754775,-0.001221816,0,NA,1.59043173
1995,El Salvador,SLV,Central America,9529,1.632396098,high,76.995504,33.60907336,49.9,0,66.33,NA,7075.031568,39.93769001,13.3,NA,1784,NA,348000,NA,53.988,5762131,20720,-0.499958007,0.001599064,0,NA,1.489317938
1996,El Salvador,SLV,Central America,789,-0.883959262,low,77.883,33.39189189,51,0.086389581,67.076,NA,7072.22385,39.27295522,15.3,NA,1784,NA,492000,NA,55.268,5805286,20720,-0.757893689,0.000773308,0,NA,1.632396098
1997,El Salvador,SLV,Central America,423,-1.562979327,low,80.03151703,33.17471042,NA,0.256960679,67.895,NA,7237.346866,38.64461567,NA,NA,1784,NA,627000,NA,56.537,5844578,20720,0.210418415,-0.000699707,0,NA,-0.883959262
1998,El Salvador,SLV,Central America,1686,-0.27972242,expected,81.637983,32.95752896,54.5,0.425253672,68.478,NA,7375.719004,38.08118238,21,NA,1784,NA,868000,NA,57.8,5880781,20720,0.091357104,0.000921185,0,NA,-1.562979327
1999,El Salvador,SLV,Central America,556,-1.521374367,low,79.129592,32.74034749,52.2,0.845428741,69.379,NA,7485.870076,37.5870042,17.3,NA,1784,NA,787000,NA,58.357,5913900,20720,-1.026011912,0.001003099,0,NA,-0.27972242
2000,El Salvador,SLV,Central America,2837,-0.065209826,expected,84.519249,32.52316602,51.5,1.177397269,69.865,NA,7526.306008,37.15285202,12.9,NA,1784,867000,923000,NA,58.912,5943366,20720,-0.600346057,-0.000651864,0,NA,-1.521374367
2001,El Salvador,SLV,Central America,1039,-1.267896101,low,87.063829,32.30598456,51.4,1.5,69.598,NA,7554.961098,36.75138754,14.1,NA,1784,804000,933000,NA,59.464,5968060,20720,-0.352548409,-0.001159555,0,NA,-0.065209826
2002,El Salvador,SLV,Central America,17902,1.365015533,high,87.54906,32.08880309,51.9,1.9,70.232,NA,7644.203655,36.33708323,14.7,NA,1784,885000,1001000,NA,60.014,5986631,20720,0.162280273,-0.000683696,0,NA,-1.267896101
2003,El Salvador,SLV,Central America,7298,0.256679083,expected,86.961151,31.87162162,50.5,2.5,70.14,NA,7743.802856,35.88939559,15.8,0.32676,1784,798000,940000,NA,60.561,5998599,20720,-0.109064865,-0.000314705,0,NA,1.365015533
2004,El Salvador,SLV,Central America,13190,0.642630258,high,87.357045,31.65444015,47.8,3.2,70.34,NA,7801.277918,35.42155446,11.5,0.488303,1784,1030000,1079000,NA,61.107,6004671,20720,-0.028816191,-0.00038923,0,NA,0.256679083
2005,El Salvador,SLV,Central America,15083,0.578650758,high,87.525839,31.43725869,48.5,4.2,70.44,NA,8007.548582,34.93930836,11.3,0.704578,1784,1306000,1239000,NA,61.648,6005578,20720,-0.206958898,0.001296701,0,NA,0.642630258
2006,El Salvador,SLV,Central America,21843,0.763891186,high,89.201467,31.22007722,45.7,5.5,70.773,NA,8359.516936,34.44190973,7.7,1.02434,1784,1501000,1242000,NA,62.187,6002319,20720,-0.119230556,-5.11E-05,0,NA,0.578650758
2007,El Salvador,SLV,Central America,12376,0.027568294,expected,91.109558,31.00289575,45.2,6.11,71.108,NA,8500.31085,33.89206819,5.1,1.49357,1784,1720000,1012000,NA,62.774,6009824,20720,-0.273869006,0.000257898,0,NA,0.763891186
2008,El Salvador,SLV,Central America,5774,-0.886511857,low,91.000227,30.78571429,46.9,10.08,71.424,NA,8649.143624,33.25962546,7.7,2.04782,1784,1875000,NA,NA,63.678,6029297,20720,-0.672350534,0.001364041,0,NA,0.027568294
2009,El Salvador,SLV,Central America,14928,-0.068881654,expected,91.08402,30.56853282,45.8,12.11,71.576,NA,8434.659501,32.56759868,7.4,2.47022,1784,1482000,1345000,NA,64.57,6048279,20720,0.216397158,-0.000773516,0,NA,-0.886511857
2010,El Salvador,SLV,Central America,22221,0.217708829,expected,91.580238,30.35135135,43.5,15.9,71.848,NA,8584.162236,31.84689259,6.3,2.88838,1784,1606000,1421000,13,65.452,6068249,20720,-0.222466278,0.001997823,0,NA,-0.068881654
2011,El Salvador,SLV,Central America,20623,0.060777352,expected,92.574686,30.13416988,42.3,18.9,71.859,NA,8874.252195,31.12322039,5.3,3.38252,1784,1634000,1469000,11.2,66.325,6090127,20720,-0.216964054,0.000807391,0,NA,0.217708829
2012,El Salvador,SLV,Central America,43163,0.753252226,high,93.680571,29.91698842,41.8,20.32138772,71.831,NA,9095.036911,30.40443323,4.6,3.95978,1784,1738000,1462000,10,67.187,6113975,20720,0.064548683,-0.00087314,0,NA,0.060777352
2013,El Salvador,SLV,Central America,28877,0.347966977,expected,95.043105,29.69980695,43.4,23.1093,71.771,NA,9256.988225,29.689721,3.6,4.63325,1784,1822000,1515000,8.4,68.036,6138839,20720,0.233904394,-0.000506484,0,NA,0.753252226
2014,El Salvador,SLV,Central America,53460,1.006209359,high,95.125416,29.48262548,41.6,24.76171215,71.746,NA,9380.857201,29.00244487,3.4,5.17471,1784,1886000,1515000,8,68.874,6162955,20720,0.405753009,-0.00055202,0,NA,0.347966977
2015,El Salvador,SLV,Central America,50169,1.029225219,high,95.4,29.26544402,40.6,26.80260496,71.814,NA,9572.791073,28.36717666,2.3,5.70859,1784,1973000,1618000,6.7,69.7,6183676,20720,1.045996857,-0.000742981,0,NA,1.006209359
2016,El Salvador,SLV,Central America,8789,-0.593515745,low,96,29.04826255,40,28.99707305,72.025,NA,9785.315202,27.77478958,2.6,6.3751,1784,2052000,1804000,6.6,70.501,6200800,20720,0.740805976,-0.000833592,0,NA,1.029225219
2017,El Salvador,SLV,Central America,4402,-1.149265312,low,96.8,28.83108108,38,33.8207289,72.311,NA,9979.47653,27.24000501,2.2,7.26258,1784,2247000,1871000,6.1,71.275,6213533,20720,0.378471247,0.0002552,0,NA,-0.593515745
2018,El Salvador,SLV,Central America,8448,-0.361355255,expected,97,28.61389961,38.6,43.8,72.555,NA,10204.45016,26.78941597,1.8,7.91447,1784,2536000,1788000,5.1,72.023,6219807,20720,0.526995532,-0.000369303,0,NA,-1.149265312
2019,El Salvador,SLV,Central America,27490,0.950964853,high,97.36,28.39671815,38.8,50.49119407,72.559,NA,10446.73094,26.41795658,1.4,8.43878,1784,2639000,1899000,4.4,72.746,6222318,20720,0.866528861,-0.000409168,0,NA,-0.361355255
2020,El Salvador,SLV,Central America,5450,-0.539840598,low,99.72254181,28.17953668,NA,54.60136976,71.061,NA,9603.024832,26.08398484,NA,9.39905,1784,707000,515000,NA,73.444,6234673,20720,0.478192202,0.001094139,0,NA,0.950964853
2021,El Salvador,SLV,Central America,5752,-0.376255175,expected,97.89,27.96235521,39,62.88028717,NA,NA,10709.75958,25.76153547,3.6,9.80538,1784,NA,NA,6.3,74.118,6255782,20720,0.676225217,-0.00017983,0,NA,-0.539840598
2022,El Salvador,SLV,Central America,16542,0.771635675,high,NA,NA,38.8,NA,NA,NA,10970.96858,25.41542569,3.4,10.6812,NA,NA,NA,5.5,74.767,6280319,20720,0.29788847,0.001041911,0,NA,-0.376255175
2023,El Salvador,SLV,Central America,5863,-0.177880678,expected,NA,NA,NA,NA,NA,NA,11305.21686,25.02942485,NA,NA,NA,NA,NA,NA,75.393,6309624,NA,1.173527273,-0.000648121,0,NA,0.771635675
1990,Suriname,SUR,South America,0,-0.175150635,expected,NA,98.57455128,NA,0,64.23,NA,16980.58018,36.76651581,NA,NA,2331,NA,NA,NA,65.706,412493,160507.61,-0.105417877,-1.09E-05,0,NA,NA
1991,Suriname,SUR,South America,0,-0.927873697,low,NA,98.55098718,NA,0,64.453,NA,17303.85492,36.7275188,NA,NA,2331,NA,NA,NA,65.78,415013,160507.61,-0.111311425,-0.001225602,0,NA,-0.175150635
1992,Suriname,SUR,South America,0,-1.04100081,low,NA,98.52742308,NA,0,64.65,NA,17226.47299,36.7394442,NA,NA,2331,NA,NA,NA,65.854,417589,160507.61,0.239855777,-0.002006945,0,NA,-0.927873697
1993,Suriname,SUR,South America,0,-1.521805611,low,NA,98.50385897,NA,0,64.98,NA,15963.69863,36.79289731,NA,NA,2331,NA,NA,NA,65.928,419352,160507.61,-0.166058371,-0.000695573,0,NA,-1.04100081
1994,Suriname,SUR,South America,0,-2.519867903,low,NA,98.48029487,NA,0,65.272,NA,16344.97834,36.8834655,NA,NA,2331,NA,NA,NA,66.002,422375,160507.61,-0.289845615,-0.000868495,0,NA,-1.521805611
1995,Suriname,SUR,South America,344,2.514363244,high,NA,98.45673077,NA,0.114720735,65.337,NA,16046.21008,36.63352436,NA,NA,2331,69000,NA,NA,66.076,429606,160507.61,0.059740713,-0.000929898,0,NA,-2.519867903
1996,Suriname,SUR,South America,677,2.364637036,high,NA,98.43316667,NA,0.226306297,65.668,NA,15865.47466,35.99066769,NA,NA,2331,74000,NA,NA,66.15,438830,160507.61,-0.197106192,1.54E-05,0,NA,2.514363244
1997,Suriname,SUR,South America,90,-0.345959387,expected,NA,98.40960256,NA,1.003086936,65.697,NA,16434.58574,35.27064728,NA,NA,2331,78000,NA,NA,66.223,448067,160507.61,0.025256485,-0.001193797,0,NA,2.364637036
1998,Suriname,SUR,South America,1140,1.639190256,high,NA,98.38603846,NA,1.670148436,65.594,NA,16489.9103,34.48670165,NA,NA,2331,70000,NA,NA,66.297,457406,160507.61,0.438273917,-0.000978054,0,NA,-0.345959387
1999,Suriname,SUR,South America,695,0.749392627,high,99.62406,98.36247436,NA,1.891871357,65.443,NA,15958.06801,33.66623588,NA,NA,2331,72000,NA,NA,66.371,466916,160507.61,-0.424373298,0.000411004,0,NA,1.639190256
2000,Suriname,SUR,South America,1069,0.924994027,high,95.41635132,98.33891026,NA,2.506411052,65.508,51.58039616,16002.69791,32.85187741,NA,NA,2331,72000,NA,NA,66.444,476643,160507.61,-0.586441506,0.000296781,0,NA,0.749392627
2001,Suriname,SUR,South America,748,0.442622575,expected,95.30744171,98.31262179,NA,3.064448389,65.482,51.81575272,16387.56582,32.08188045,NA,NA,2331,68000,NA,NA,66.517,486560,160507.61,-0.408069441,-0.000759636,0,NA,0.924994027
2002,Suriname,SUR,South America,1081,0.79519069,high,95.18998718,98.28633333,NA,4.161568745,65.531,52.0507335,16565.27369,31.38524732,NA,0.0189306,2331,NA,NA,NA,66.591,496551,160507.61,-0.053550869,-0.000273718,0,NA,0.442622575
2003,Suriname,SUR,South America,284,-0.463233359,expected,95.07099915,98.26004487,NA,4.719875395,65.596,52.28471522,17325.27295,30.76511573,NA,0.0426528,2331,1.00E+05,NA,NA,66.664,506414,160507.61,0.131579569,-0.00078772,0,NA,0.79519069
2004,Suriname,SUR,South America,368,-0.060234928,expected,94.95747375,98.23375641,NA,6.076047814,66.416,52.51800817,18547.85756,30.45094521,NA,0.0817243,2331,NA,NA,NA,66.737,513923,160507.61,0.193161816,-0.000462705,0,NA,-0.463233359
2005,Suriname,SUR,South America,2712,2.130750656,high,94.85642242,98.20746795,NA,6.403086288,67.002,52.71265801,19170.44575,30.39530665,NA,0.213166,2331,NA,NA,NA,66.682,519313,160507.61,0.233875603,9.78E-05,0,NA,-0.060234928
2006,Suriname,SUR,South America,253,-0.014128376,expected,91.01983989,98.18117949,NA,9.499626942,67.571,52.9043193,20055.64177,30.33011029,NA,0.505908,2331,154000,NA,NA,66.615,524997,160507.61,-0.145562161,0.000694334,0,NA,2.130750656
2007,Suriname,SUR,South America,41,-1.584802919,low,94.71366119,98.15489103,NA,14.11,68.204,53.09632557,20844.27918,30.26123884,NA,0.791878,2331,167000,NA,NA,66.547,531016,160507.61,-0.246577729,0.000606654,0,NA,-0.014128376
2008,Suriname,SUR,South America,12,-2.494922284,low,94.6699295,98.12860256,NA,21.06,68.816,53.28897268,21464.32993,30.17560091,NA,1.07139,2331,151000,NA,NA,66.479,537245,160507.61,-0.416074583,0.000874333,0,NA,-1.584802919
2009,Suriname,SUR,South America,120,-0.100962263,expected,94.6395874,98.1023141,NA,31.36,69.505,53.48253614,21863.50787,30.05368648,NA,1.66842,2331,151000,NA,NA,66.412,543568,160507.61,0.178068172,-0.000969609,0,NA,-2.494922284
2010,Suriname,SUR,South America,93,-0.180673943,expected,91.19751586,98.07602564,NA,31.59,69.894,53.67645604,22737.0386,29.8862804,NA,2.75366,2331,206000,NA,NA,66.344,549923,160507.61,0.090335062,0.001388834,0,NA,-0.100962263
2011,Suriname,SUR,South America,386,1.398145681,high,94.60369873,98.01424359,NA,32,69.914,53.87101485,23802.60599,29.68034752,NA,4.16345,2331,221000,NA,NA,66.276,556269,160507.61,-0.047672579,0.000907155,0,NA,-0.180673943
2012,Suriname,SUR,South America,781,2.255784462,high,94.59047699,97.95246154,NA,34.6812,69.764,54.0662107,24181.73673,29.4353,NA,5.20197,2331,240000,NA,NA,66.208,562633,160507.61,0.203843286,0.000677217,0,NA,1.398145681
2013,Suriname,SUR,South America,21,-1.186208808,low,94.57528687,97.89067949,NA,37.4,69.682,54.26204811,24633.50863,29.14387345,NA,6.5191,2331,250000,NA,NA,66.14,569020,160507.61,-0.248563756,0.00090248,0,NA,2.255784462
2014,Suriname,SUR,South America,23,-0.965415262,low,94.55506897,97.82889744,NA,40.08,69.782,54.46284467,24447.82836,28.81809501,NA,8.06433,2331,253000,NA,NA,66.089,575373,160507.61,0.151561748,-0.000599198,0,NA,-1.186208808
2015,Suriname,SUR,South America,15,-1.261100316,low,94.98352814,97.76711538,NA,42.76382778,70.8,54.66861422,23375.7099,28.47925627,NA,9.05924,2331,229000,NA,NA,66.056,581627,160507.61,0.293538581,-0.000217991,0,NA,-0.965415262
2016,Suriname,SUR,South America,6,-2.014858586,low,95.82074738,97.69435897,NA,45.4,71.592,54.87885481,21999.04957,28.13761387,NA,12.1167,2331,257000,NA,NA,66.04,587757,160507.61,0.381708633,0.000747772,0,NA,-1.261100316
2017,Suriname,SUR,South America,7,-1.892121167,low,96.63185883,97.6475641,NA,48.94517397,72.417,55.09333162,22111.3654,27.79548284,NA,11.9952,2331,279000,NA,NA,66.041,593713,160507.61,0.255973827,0.001418546,0,NA,-2.014858586
2018,Suriname,SUR,South America,123,0.932606844,high,97.4,97.56910256,NA,53.8,72.553,55.31203323,22964.88694,27.45873648,NA,12.2059,2331,NA,NA,NA,66.06,599513,160507.61,-0.124100516,0.001581944,0,NA,-1.892121167
2019,Suriname,SUR,South America,98,0.713058794,high,97.93016052,97.49057692,NA,56.80248377,72.242,55.53425035,22978.12933,27.11092195,NA,13.2741,2331,NA,NA,NA,66.095,605768,160507.61,0.290086598,0.000214042,0,NA,0.932606844
2020,Suriname,SUR,South America,563,2.459999796,high,98.40328979,97.41211538,NA,62.08563779,72.561,55.76043447,19092.20426,26.7681385,NA,15.069,2331,NA,NA,NA,66.149,612317,160507.61,0.298448255,0.001134621,0,NA,0.713058794
2021,Suriname,SUR,South America,10,-1.527619304,low,98.82325745,97.3336109,NA,65.93980141,NA,55.7762567,18447.33994,26.48166471,NA,19.9,2331,NA,NA,NA,66.219,617896,160507.61,-0.17037931,0.002873922,0,NA,2.459999796
2022,Suriname,SUR,South America,17,-1.033524739,low,NA,NA,39.2,NA,NA,55.79615202,18741.74285,26.24528651,1.1,20.026,NA,NA,NA,2.1,66.307,623164,160507.61,-0.318181027,0.00299439,0,NA,-1.527619304
2023,Suriname,SUR,South America,287,1.710254935,high,NA,NA,NA,NA,NA,NA,18971.22475,26.01235647,NA,NA,NA,NA,NA,NA,66.411,628886,NA,0.702750693,0.000904066,0,NA,-1.033524739
1990,Thailand,THA,Asia,92002,0.505124166,high,NA,37.8966118,45.3,0,70.445,NA,8624.428981,30.00391402,12.3,NA,1622,NA,NA,NA,29.424,54738329,510890,-0.10738723,-0.00022816,0,NA,NA
1991,Thailand,THA,Asia,43511,-0.244817923,expected,NA,37.82555932,NA,5.22E-05,70.717,NA,9217.092573,29.19256071,NA,NA,1622,NA,NA,NA,29.593,55637434,510890,-0.050568904,-0.000155602,0,NA,0.505124166
1992,Thailand,THA,Asia,41125,-0.31076371,expected,NA,37.75450684,47.9,0.000343725,70.885,NA,9815.325972,28.47165529,9,NA,1622,NA,NA,NA,29.763,56528834,510890,-0.418569411,-0.000410413,0,NA,-0.244817923
1993,Thailand,THA,Asia,67017,0.155054663,expected,NA,37.68345436,NA,0.013580966,71.068,NA,10471.33899,27.80174675,NA,NA,1622,NA,NA,NA,29.934,57408198,510890,-0.466750786,-0.000578425,0,NA,-0.31076371
1994,Thailand,THA,Asia,51688,-0.138209826,expected,NA,37.61240189,43.5,0.038614321,71.227,NA,11147.8291,27.22832646,4.5,NA,1622,NA,NA,NA,30.105,58260854,510890,-0.27032805,0.000432356,0,NA,0.155054663
1995,Thailand,THA,Asia,60330,-0.023547646,expected,NA,37.54134941,NA,0.074825338,70.948,NA,11887.7982,26.73529028,NA,NA,1622,6952000,1820000,NA,30.276,59098232,510890,-0.206367975,0.0003128,0,NA,-0.138209826
1996,Thailand,THA,Asia,38109,-0.512389161,low,NA,37.47029693,42.9,0.115472136,71.653,NA,12395.6802,26.26984402,3.1,NA,1622,7244000,1845000,NA,30.449,59920064,510890,-0.537495459,0.000455973,0,NA,-0.023547646
1997,Thailand,THA,Asia,101689,0.449456174,expected,NA,37.39924446,NA,0.360522185,72.501,NA,11900.58356,25.76928654,NA,NA,1622,7294000,1660000,NA,30.622,60724584,510890,-0.047182565,-0.00043384,0,NA,-0.512389161
1998,Thailand,THA,Asia,129954,0.693936372,high,NA,37.32819198,41.5,1.091218985,72.862,NA,10857.48378,25.24263296,2.2,NA,1622,7843000,1412000,NA,30.795,61522630,510890,0.684482887,-0.00061146,0,NA,0.449456174
1999,Thailand,THA,Asia,24900,-0.939106603,low,NA,37.2571395,43.1,2.426242432,72.542,NA,11227.10721,24.68249927,4,NA,1622,8651000,1655000,NA,30.969,62299043,510890,-0.567390924,0.000768231,0,NA,0.693936372
2000,Thailand,THA,Asia,18617,-1.200724717,low,82.1,37.18608702,42.8,3.689041279,72.316,NA,11611.27803,24.05598827,4,NA,1622,9579000,1909000,NA,31.386,63007815,510890,-0.458651389,0.000758322,0,NA,-0.939106603
2001,Thailand,THA,Asia,139327,0.849279705,high,90.36642456,37.39650414,NA,5.556326121,72.613,NA,11901.12847,23.41550085,NA,0.00253413,1622,10133000,2011000,NA,32.548,63651141,510890,-0.109227345,0.00015292,0,NA,-1.200724717
2002,Thailand,THA,Asia,114800,0.704867721,high,90.97642517,37.60692126,41.9,7.531250335,72.93,NA,12520.28228,22.83318422,1.8,NA,1622,10873000,2250000,NA,33.734,64266437,510890,0.087885533,0.000267512,0,NA,0.849279705
2003,Thailand,THA,Asia,62767,0.159215041,expected,91.58487701,37.81733837,NA,9.299027238,73.155,NA,13305.54102,22.30378192,NA,0.0178994,1622,10082000,2152000,NA,34.941,64868166,510890,-0.03318501,-0.000439303,1,3,0.704867721
2004,Thailand,THA,Asia,38367,-0.279845383,expected,92.19879913,38.02775549,42.5,10.67730332,73.08,NA,14026.69507,21.81685687,1.2,0.251749,1622,11737000,2709000,NA,36.169,65452047,510890,-0.101671701,-0.000684329,1,3,0.159215041
2005,Thailand,THA,Asia,45893,-0.064222318,expected,92.82519531,38.2381726,NA,15.02600436,73.82,NA,14500.80578,21.34851041,NA,0.841437,1622,11567000,3047000,NA,37.411,66017420,510890,0.229636346,-0.000106936,1,3,-0.279845383
2006,Thailand,THA,Asia,42456,-0.12297237,expected,99.14620148,38.44858972,41.8,17.16071472,74.938,NA,15106.84316,20.88412274,0.9,1.34231,1622,13822000,3382000,NA,38.673,66567687,510890,0.089999988,0.00011749,1,3,-0.064222318
2007,Thailand,THA,Asia,62949,0.275167275,expected,94.13733673,38.65900683,39.8,20.03,75.187,NA,15807.02674,20.45578871,0.5,1.92741,1622,14464000,4018000,NA,39.95,67102394,510890,-0.010896211,0.00027064,1,3,-0.12297237
2008,Thailand,THA,Asia,89626,0.623521124,high,94.82105255,38.86942395,40.3,18.2,75.492,NA,15960.04021,20.07083521,0.3,3.06537,1622,14584000,3908000,NA,41.242,67619830,510890,-0.49883398,0.000371763,1,3,0.275167275
2009,Thailand,THA,Asia,25194,-0.655428019,low,98.96,39.07984106,39.6,20.1,75.842,NA,15736.36313,19.70363313,0.2,3.85237,1622,14150000,4653000,1.5,42.543,68121080,510890,-0.125994529,-6.65E-05,1,3,0.623521124
2010,Thailand,THA,Asia,53149,0.073024767,expected,99.7,39.29025818,39.4,22.4,76.131,NA,16805.48534,19.28917838,0.3,4.74173,1622,15936000,5451000,NA,43.856,68579447,510890,0.55761003,2.07E-05,1,3,-0.655428019
2011,Thailand,THA,Asia,29759,-0.529070955,low,99.31997681,39.28556049,37.5,23.66992562,76.421,NA,16837.57495,18.82886571,0.1,5.64434,1622,19230000,5397000,NA,44.698,69007208,510890,-0.629995987,0.000767364,1,3,0.073024767
2012,Thailand,THA,Asia,39321,-0.274934721,expected,99.10862355,39.28086281,39.3,26.46,76.772,NA,17941.11037,18.39407908,0.1,6.50814,1622,22354000,5721000,0.4,45.445,69436098,510890,0.277039205,-7.19E-05,1,3,-0.529070955
2013,Thailand,THA,Asia,87502,0.503408574,high,99.40440369,39.27616512,37.8,28.94,77.083,NA,18311.64968,18.01458717,0.1,7.43359,1622,26547000,5970000,NA,46.193,69845114,510890,-0.009291813,8.66E-05,1,3,-0.274934721
2014,Thailand,THA,Asia,23170,-0.837614957,low,99.50617218,39.27146744,37,34.89,77.415,NA,18390.86264,17.69466072,0.1,7.74748,1622,24810000,6444000,NA,46.943,70216367,510890,0.033612087,-0.000446695,1,3,0.503408574
2015,Thailand,THA,Asia,86953,0.480841886,expected,99.6,39.26676975,36,39.31612674,77.717,NA,18877.26648,17.40246168,0,8.83035,1622,29923000,6794000,0.3,47.694,70540795,510890,0.433308437,-0.000467831,1,3,-0.837614957
2016,Thailand,THA,Asia,38466,-0.332781306,expected,99.88520813,39.18064554,36.9,47.50496562,78.049,NA,19439.27262,17.11326096,0,10.1877,1622,32530000,8204000,0.2,48.448,70859841,510890,0.577287192,-0.0001603,1,3,0.480841886
2017,Thailand,THA,Asia,31843,-0.518340989,low,99.9,39.11018027,36.4,52.89192934,78.394,NA,20168.21497,16.83657777,0,11.5345,1622,35592000,8963000,0.1,49.2,71160187,510890,0.129376247,0.000648528,1,3,-0.332781306
